,Incident ID,Incident Date,year,State,City Or County,Address,Killed,Injured,Operations
296,755008,December 30,2016,Arizona,Cochise,N/A,0,0,"View Incident
View Source"
297,739671,December 30,2016,Texas,Denton,600 block of Roberts St,0,0,"View Incident
View Source"
298,737672,December 30,2016,Texas,Friendswood,19100 Glenwest Drive,1,0,"View Incident
View Source"
299,737667,December 30,2016,New York,Bronx,300 E 170th,1,0,"View Incident
View Source"
300,738943,December 30,2016,Virginia,Fredericksburg,1000 block of Myrick St,0,0,"View Incident
View Source"
301,738855,December 30,2016,Illinois,Chicago (Englewood),700 block of W 73rd,0,1,"View Incident
View Source"
302,737957,December 30,2016,Arizona,Phoenix,71st and Indian School,0,1,"View Incident
View Source"
303,738733,December 30,2016,Michigan,Detroit,17137 Harper,0,1,"View Incident
View Source"
304,738914,December 30,2016,Arizona,Laveen,5115 W Southern Ave,0,1,"View Incident
View Source"
305,738911,December 30,2016,Ohio,Union City,100 Block of S Wintergreen St,0,1,"View Incident
View Source"
306,966380,December 30,2016,New York,Corona (Queens),Foch Blvd,0,1,"View Incident
View Source"
307,747020,December 30,2016,South Carolina,Donalds,Tribble Rd,0,0,"View Incident
View Source"
308,743258,December 30,2016,Illinois,Joliet,800 block of Rosalind Street,0,0,"View Incident
View Source"
309,1269779,December 30,2016,California,Stockton,9100 block of Fitzpatrick Cir,1,0,"View Incident
View Source"
310,738862,December 30,2016,Louisiana,New Orleans,North Tonti Street,0,1,"View Incident
View Source"
311,739068,December 30,2016,Virginia,Charlottesville,500 block of 6th St SE,0,1,"View Incident
View Source"
313,739554,December 30,2016,South Carolina,Mc Clellanville (Mcclellanville),824 Burgin Road,1,0,"View Incident
View Source"
314,738795,December 30,2016,Maryland,Capitol Heights,White Pearl Place and Pepper Mill Rd,1,0,"View Incident
View Source"
315,738773,December 30,2016,Idaho,Idaho Falls,West 65th South and South 5th West,0,1,"View Incident
View Source"
316,738711,December 30,2016,Texas,Houston,Richelieu Lane and Oak Forest Drive,3,0,"View Incident
View Source"
317,737847,December 30,2016,Delaware,Magnolia,Flint Dr,0,1,"View Incident
View Source"
318,742241,December 30,2016,South Carolina,Hampton,107 Lanes Loop,1,0,"View Incident
View Source"
319,738917,December 30,2016,Wisconsin,La Crosse,N3075 WI 16,0,1,"View Incident
View Source"
320,739505,December 30,2016,South Carolina,Myrtle Beach,S Myrtle St,0,1,"View Incident
View Source"
321,739503,December 30,2016,South Carolina,Richland (county),Woodcrest Dr,0,1,"View Incident
View Source"
322,739556,December 30,2016,Wisconsin,Milwaukee,6th St and Chambers St,1,0,"View Incident
View Source"
323,738697,December 30,2016,Louisiana,New Orleans,2300 Block of New Orleans St,0,2,"View Incident
View Source"
324,741128,December 30,2016,Mississippi,Natchez,Triumph Lane,1,0,"View Incident
View Source"
325,738142,December 30,2016,Illinois,Chicago,8200 block of South Ingleside,1,1,"View Incident
View Source"
326,739487,December 30,2016,Ohio,Cleveland,E 74th St and Superior Ave,0,1,"View Incident
View Source"
327,739485,December 30,2016,Ohio,Cleveland,10000 Block of Crestwood Ave,0,1,"View Incident
View Source"
328,739479,December 30,2016,Illinois,Peoria,1400 block of South Westmoreland Avenue,0,0,"View Incident
View Source"
329,738679,December 30,2016,Virginia,Danville,300 block of Wooding Avenue,0,1,"View Incident
View Source"
330,738397,December 30,2016,Wisconsin,Milwaukee (West Allis),S. 94th St. and W. Schlinger Ave,2,0,"View Incident
View Source"
331,739290,December 30,2016,Pennsylvania,Butler,10th St,1,0,"View Incident
View Source"
332,741030,December 30,2016,Connecticut,Bridgeport,130 Old Town Road,0,1,"View Incident
View Source"
333,738759,December 30,2016,Texas,Houston,9350 Country Creek St,1,0,"View Incident
View Source"
334,739162,December 30,2016,North Carolina,Charlotte,5415 Kimmerly Woods Drive,0,0,"View Incident
View Source"
335,739167,December 30,2016,North Carolina,Charlotte,6150 Old Pineville Road,0,0,"View Incident
View Source"
336,742065,December 30,2016,Tennessee,Memphis,2830 Old Austin Peay Highway,0,0,"View Incident
View Source"
337,739177,December 30,2016,North Carolina,Charlotte,2008 El Verano Circle,0,0,"View Incident
View Source"
339,739172,December 30,2016,North Carolina,Charlotte,6625 Dupont Drive,0,0,"View Incident
View Source"
340,738402,December 30,2016,Tennessee,Antioch,100 Chimney Top Drive,1,0,"View Incident
View Source"
341,740199,December 30,2016,Missouri,Saint Louis,5300 block of Claxton Ave,0,1,"View Incident
View Source"
342,738650,December 30,2016,Massachusetts,Boston,33 Stanton St,0,0,"View Incident
View Source"
343,739437,December 30,2016,Alabama,Montgomery,2100 block of E. South Boulevard,0,1,"View Incident
View Source"
344,742351,December 30,2016,Alaska,Ekwok,N/A,0,0,"View Incident
View Source"
345,741421,December 30,2016,Tennessee,Murfreesboro,3435 Florence Rd,0,0,"View Incident
View Source"
346,738100,December 30,2016,Indiana,Indianapolis,5845 Rockville Rd,1,0,"View Incident
View Source"
347,738157,December 30,2016,Florida,Elkton,State Rd 207,0,0,"View Incident
View Source"
348,738137,December 30,2016,Kentucky,Wingo,McNutt Road,0,0,"View Incident
View Source"
349,738118,December 30,2016,Kentucky,Louisville,N/A,0,1,"View Incident
View Source"
350,737721,December 30,2016,Texas,Killeen,North 22nd Street and Parmer Avenue,1,0,"View Incident
View Source"
351,741134,December 30,2016,Mississippi,Harrison (county),Canal Road,0,0,"View Incident
View Source"
352,739234,December 30,2016,Mississippi,Meridian,803 29th St,1,0,"View Incident
View Source"
353,739518,December 30,2016,Texas,Killeen,2300 Block of Woodlands Dr,0,2,"View Incident
View Source"
354,740297,December 30,2016,Texas,Houston,Deering Drive,1,0,"View Incident
View Source"
355,737704,December 30,2016,Louisiana,Shreveport,Hearne Avenue,0,1,"View Incident
View Source"
356,740270,December 30,2016,Texas,Laredo,400 block of Plum Street,0,1,"View Incident
View Source"
357,738641,December 30,2016,Texas,San Antonio,400 block of Nash Boulevard,1,1,"View Incident
View Source"
358,740207,December 30,2016,North Carolina,Wilson,N/A,0,0,"View Incident
View Source"
359,738440,December 30,2016,Pennsylvania,Williamsport,2000 block of Boyd St,1,0,"View Incident
View Source"
360,738744,December 30,2016,Texas,San Antonio,4243 W Commerce St,1,0,"View Incident
View Source"
361,739351,December 30,2016,New York,Utica,Arthur St and West St,0,2,"View Incident
View Source"
362,738388,December 30,2016,Utah,Ogden,27th St and Adams Ave,1,0,"View Incident
View Source"
363,803033,December 30,2016,Iowa,Hampton,1600 block of Club Dr,0,0,"View Incident
View Source"
365,737919,December 30,2016,Nevada,Las Vegas,600 block of North Las Vegas Boulevard,0,1,"View Incident
View Source"
366,738527,December 30,2016,New York,Syracuse,1631-1633 W Onondaga St,0,2,"View Incident
View Source"
367,738300,December 30,2016,Illinois,Chicago,4700 block of South Throop Street,0,1,"View Incident
View Source"
368,738305,December 30,2016,Illinois,Chicago,200 block of West 117th Street,0,1,"View Incident
View Source"
369,738286,December 30,2016,Illinois,Chicago,4800 block of West Ferdinand Street,1,0,"View Incident
View Source"
370,740174,December 30,2016,New York,Utica,500 block of Milgate Street,0,0,"View Incident
View Source"
371,749305,December 30,2016,Colorado,Englewood (Greenwood Village),5336 DTC Blvd,0,1,"View Incident
View Source"
372,739334,December 30,2016,Massachusetts,New Bedford,N/A,0,0,"View Incident
View Source"
373,739329,December 30,2016,New York,Albany,118 Quail St,0,0,"View Incident
View Source"
374,739320,December 30,2016,New York,Buffalo,Howell St,0,0,"View Incident
View Source"
375,739315,December 30,2016,North Carolina,Hendersonville,1178 Gilliam Mountain Rd,0,0,"View Incident
View Source"
376,741998,December 30,2016,Texas,Fort Worth,3600 block of Middlewood Drive,1,0,"View Incident
View Source"
377,739259,December 30,2016,Texas,Fort Worth,5300 block of Wonder Dr,0,1,"View Incident
View Source"
378,739299,December 30,2016,New Hampshire,Goffstown,Mast Road,0,0,"View Incident
View Source"
379,739292,December 30,2016,Nebraska,Lincoln,2030 S 27th St,0,1,"View Incident
View Source"
380,738463,December 29,2016,Missouri,Novinger,300 block of Swanson Ave,0,1,"View Incident
View Source"
381,738455,December 29,2016,Georgia,Newnan,1363 Hwy 29 S,0,0,"View Incident
View Source"
382,747563,December 29,2016,Pennsylvania,Clarksville,120 North St,1,0,"View Incident
View Source"
383,739281,December 29,2016,South Carolina,Spartanburg,N/A,0,1,"View Incident
View Source"
384,737340,December 29,2016,Arizona,Paradise Valley,N Tatum Blvd and E Lincoln Dr,0,1,"View Incident
View Source"
385,740101,December 29,2016,Arkansas,Little Rock,7523 Baseline Road,0,2,"View Incident
View Source"
386,747554,December 29,2016,New Hampshire,Rochester,Rochester Hill Rd,0,0,"View Incident
View Source"
387,738357,December 29,2016,California,San Francisco,211 Valencia Street,1,0,"View Incident
View Source"
388,737974,December 29,2016,California,San Francisco,240 Golden Gate Avenue,1,1,"View Incident
View Source"
389,737897,December 29,2016,Michigan,Detroit,Queen St and Fordham St,0,2,"View Incident
View Source"
391,738437,December 29,2016,Pennsylvania,Upper Darby,100 block of Pennock Ave,0,0,"View Incident
View Source"
392,738395,December 29,2016,Alabama,Enterprise,200 block of Colony Dr,0,0,"View Incident
View Source"
393,738385,December 29,2016,North Carolina,Durham (county),Grandview Drive and Greyson Drive,0,1,"View Incident
View Source"
394,738445,December 29,2016,Wyoming,Casper,300 block of N Jefferson St,0,0,"View Incident
View Source"
395,738052,December 29,2016,Tennessee,Memphis,2800 block of Shady Vista Dr,0,1,"View Incident
View Source"
396,738960,December 29,2016,Virginia,Hanover,32162 Mount Gideon Rd,0,0,"View Incident
View Source"
397,737375,December 29,2016,Virginia,Hampton,4000 block of West Mercury Boulevard,0,1,"View Incident
View Source"
398,737351,December 29,2016,Ohio,Newark,88 Day Avenue,0,1,"View Incident
View Source"
399,738374,December 29,2016,Texas,Del Rio,71 Larkwood Ln,0,0,"View Incident
View Source"
400,738366,December 29,2016,Iowa,Des Moines,4538 Lower Beaver Rd,0,0,"View Incident
View Source"
401,740040,December 29,2016,New York,Syracuse,1300 block of West Onondaga Street,0,1,"View Incident
View Source"
402,738361,December 29,2016,Iowa,Des Moines,N/A,0,2,"View Incident
View Source"
403,740032,December 29,2016,New York,Syracuse,South Salina Street,0,1,"View Incident
View Source"
404,739239,December 29,2016,Iowa,Des Moines,1414 East Walnut St,0,0,"View Incident
View Source"
405,744407,December 29,2016,Virginia,Collinsville,2500 block of Virginia Avenue,0,0,"View Incident
View Source"
406,737330,December 29,2016,Texas,Round Rock,Hunters Lodge Drive and Indian Oaks,2,0,"View Incident
View Source"
407,738311,December 29,2016,North Carolina,Goldsboro,Spruce Street,0,0,"View Incident
View Source"
408,737504,December 29,2016,Kansas,Wichita,5400 E 21st St,1,0,"View Incident
View Source"
409,737054,December 29,2016,Texas,Austin,12907 Quinn Trail,1,0,"View Incident
View Source"
410,741674,December 29,2016,Iowa,Des Moines,16th St and Washington Ave,0,1,"View Incident
View Source"
411,748274,December 29,2016,Nebraska,Neligh,324 Main St,0,1,"View Incident
View Source"
412,737056,December 29,2016,North Carolina,Asheville,1563 Patton Avenue,0,1,"View Incident
View Source"
413,801270,December 29,2016,Missouri,Carthage,N/A,0,0,"View Incident
View Source"
414,737948,December 29,2016,Colorado,Englewood,3151 W Girard Ave,1,0,"View Incident
View Source"
415,744374,December 29,2016,Kentucky,Shelbyville,16 Village Ln,0,0,"View Incident
View Source"
417,737265,December 29,2016,Florida,Brooker,County Road 231,0,0,"View Incident
View Source"
418,738209,December 29,2016,Florida,Fort Myers,4719 Palm Beach Blvd,0,0,"View Incident
View Source"
419,737248,December 29,2016,Florida,Miami,2370 NW 48th Street,0,0,"View Incident
View Source"
420,738033,December 29,2016,North Carolina,Raleigh,2900 block of Capital Blvd,1,0,"View Incident
View Source"
421,736678,December 29,2016,Georgia,Atlanta (Chamblee),4050 Buford Highway,1,0,"View Incident
View Source"
422,737558,December 29,2016,Indiana,Indianapolis,7600 block of Little John Drive,1,0,"View Incident
View Source"
423,738173,December 29,2016,Florida,Jacksonville,4324 Atlantic Blvd,0,1,"View Incident
View Source"
424,737218,December 29,2016,Florida,Orlando,Meadowmouse Street,0,1,"View Incident
View Source"
425,737314,December 29,2016,North Carolina,Bostic,202 Whippoorwill Drive,0,1,"View Incident
View Source"
426,737207,December 29,2016,Florida,Orlando,7000 block of West Colonial Drive,0,0,"View Incident
View Source"
427,737709,December 29,2016,Louisiana,Shreveport,5189 Shreveport Blanchard Highway,0,1,"View Incident
View Source"
428,738127,December 29,2016,Florida,Deland,208 West Division Street,0,1,"View Incident
View Source"
429,878671,December 29,2016,California,Brisbane,San Bruno Ave and Bayshore Blvd,0,0,"View Incident
View Source"
430,1032900,December 29,2016,Maryland,Frederick,22 Hillcrest Dr,0,1,"View Incident
View Source"
431,737178,December 29,2016,Utah,Salt Lake City,Wakara Way,0,0,"View Incident
View Source"
432,739110,December 29,2016,New York,Corona (Queens),64th Pl and Central Ave,0,0,"View Incident
View Source"
433,739114,December 29,2016,Michigan,Battle Creek,65 Stringham Road,0,0,"View Incident
View Source"
434,738321,December 29,2016,Indiana,Gary,1000 block of Burr Street,0,0,"View Incident
View Source"
435,738111,December 29,2016,Florida,Seminole,109th Ave and CR 296,0,0,"View Incident
View Source"
436,738108,December 29,2016,Florida,Spring Hill (Weeki Wachee),9227 Lake Drive,0,0,"View Incident
View Source"
437,737806,December 29,2016,Indiana,Ligonier,11405 N State Rd 5,0,0,"View Incident
View Source"
438,738037,December 29,2016,North Carolina,Greenville,Arlington Blvd and South Memorial Drive,0,1,"View Incident
View Source"
439,739093,December 29,2016,Kentucky,Hopkinsville,Boxwood Dr and Westwood Dr,0,0,"View Incident
View Source"
440,737127,December 29,2016,Indiana,Indianapolis,1400 block of West 34th Street,0,1,"View Incident
View Source"
441,745004,December 29,2016,Virginia,Norfolk,300 block of Mahone Avenue,0,0,"View Incident
View Source"
