Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
476135,29-Dec-15,Texas,Pasadena,Lily Street,0,1,N/A
528671,29-Dec-15,Florida,Palm Beach,Brazilian Avenue and South Ocean Boulevard,0,1,N/A
476889,29-Dec-15,Connecticut,Stamford,Southwood Drive,0,0,N/A
476127,29-Dec-15,Michigan,Taylor,8000 block of Oak Street,0,1,N/A
475573,29-Dec-15,Florida,Orlando,Dogwood Drive,0,1,N/A
476104,29-Dec-15,Alabama,Birmingham,200 block of 22nd Avenue West,1,0,N/A
476616,29-Dec-15,New York,Tonawanda,749 Sheridan Drive,0,0,N/A
474875,29-Dec-15,Wisconsin,Milwaukee,3600 block of North 23rd,0,1,N/A
481572,29-Dec-15,Minnesota,Shakopee,Tinta Circle and McKenna Road,0,0,N/A
474530,29-Dec-15,Massachusetts,Boston,23 Wilmore Street,1,1,N/A
476067,29-Dec-15,Illinois,Rockford,Montague Street and Rose Avenue,0,0,N/A
474860,29-Dec-15,Illinois,Chicago,3600 block of West Dickens Avenue,0,1,N/A
479153,29-Dec-15,California,Pasadena,800 block of North Lake Avenue,0,1,N/A
475510,29-Dec-15,Massachusetts,Andover,354 Main Street,0,0,N/A
474853,29-Dec-15,Illinois,Chicago,5700 block of South Michigan Avenue,0,1,N/A
477250,29-Dec-15,California,Calexico,Thielemann Avenue,0,0,N/A
475500,29-Dec-15,California,Orange,2000 block of East Palmya Avenue,1,0,N/A
475487,29-Dec-15,California,Union City,29500 block of Kohoutek Way,0,1,N/A
475474,29-Dec-15,California,Rosemead,3500 block of Strang Avenue,1,0,N/A
475471,29-Dec-15,California,Oxnard,4600 block of Terrace Avenue,0,2,N/A
477868,29-Dec-15,South Carolina,Sumter,Frazier Street,0,0,N/A
476045,29-Dec-15,South Carolina,Graniteville,Elbert Street,0,0,N/A
475598,29-Dec-15,Pennsylvania,Philadelphia,3400 block of N Eighth Street,1,0,N/A
475262,29-Dec-15,Georgia,Savannah,2300 block of Tulip Street,0,1,N/A
475062,29-Dec-15,Florida,Boca Raton,135 NW 20th St.,1,0,N/A
477849,29-Dec-15,Missouri,Sikeston,806 Apache Drive,1,0,N/A
474671,29-Dec-15,California,Los Angeles (Hollywood),1000 block of North Kings Road,0,1,N/A
474669,29-Dec-15,California,Los Angeles,Sunset Boulevard and Figueroa Street,0,1,N/A
474622,29-Dec-15,California,Oxnard,200 block of East Yucca Street,0,1,N/A
475381,29-Dec-15,Illinois,Chicago (Englewood),6400 block of South Eggleston Avenue,0,1,N/A
479200,29-Dec-15,Georgia,Savannah (Wilmington Island),400 block of Johnny Mercer Blvd,0,0,N/A
475370,29-Dec-15,Illinois,Chicago,6300 block of South Artesian Avenue,0,2,N/A
475359,29-Dec-15,Illinois,Chicago,6900 block of South Vernon Avenue,0,1,N/A
475346,29-Dec-15,Illinois,Chicago,9000 block of South Greenwood Avenue,1,0,N/A
483706,29-Dec-15,Missouri,Union,Hickory Spring Lane,0,0,N/A
474577,29-Dec-15,Illinois,Chicago (Roseland),9100 block of South Wentworth Avenue,0,1,N/A
474663,29-Dec-15,California,Gustine (Santa Nella),29000 block of Del Sol Court,1,0,N/A
475125,29-Dec-15,Nevada,Las Vegas,601 South Rainbow Blvd,1,0,N/A
475311,29-Dec-15,North Carolina,Winston Salem,2115 Peters Creek Parkway,0,2,N/A
475910,29-Dec-15,Nevada,Reno,2300 block of Wedekind Road,0,1,N/A
475273,29-Dec-15,Georgia,Lagrange,Borton Street,0,0,N/A
474599,29-Dec-15,Illinois,Melrose Park,1100 block of 24th Ave,1,1,N/A
477089,29-Dec-15,Arkansas,Benton,Bradbury Street,0,0,N/A
475272,29-Dec-15,Georgia,Lagrange,29 Patilla Road,0,0,N/A
475266,29-Dec-15,Georgia,Albany,1016 North Slappey Boulevard,0,1,N/A
476400,29-Dec-15,Mississippi,Hattiesburg,Spencer Street,1,0,N/A
477078,29-Dec-15,Arkansas,Little Rock,9th St and College St,0,1,N/A
475256,29-Dec-15,Maryland,Baltimore,1600 block of East 25th Street,0,1,N/A
475254,29-Dec-15,Maryland,Baltimore,4500 block of Garrison Boulevard,1,0,N/A
477074,29-Dec-15,Arkansas,Pine Bluff,10th Ave. and Palm St.,1,0,N/A
475250,29-Dec-15,Illinois,Chicago,10900 block of South Racine Avenue,0,1,N/A
475248,29-Dec-15,District of Columbia,Washington,N/A,0,0,N/A
475246,29-Dec-15,District of Columbia,Washington,N/A,0,0,N/A
477726,29-Dec-15,South Carolina,North Charleston,Carver and Ottawa Avenues,1,0,N/A
478538,29-Dec-15,Nevada,Reno,Fife Drive and Reed Street,1,0,N/A
477719,29-Dec-15,South Carolina,Ladson,Miami Drive,0,1,N/A
475866,29-Dec-15,Michigan,Davisburg (Springfield Township),10000 block of Puffer Road,0,0,N/A
475134,29-Dec-15,Oklahoma,Yukon,Yukon Parkway and Ranchwood Boulevard,0,0,N/A
475847,29-Dec-15,Oklahoma,Guthrie,N. Pine Street,0,0,N/A
475334,29-Dec-15,South Carolina,Easley,112 Planters Way,1,0,N/A
475219,29-Dec-15,Ohio,Dayton (Trotwood),1400 block of Hagerman Drive,0,1,N/A
476245,29-Dec-15,Texas,Houston,3427 Jorns,1,0,N/A
475214,29-Dec-15,Florida,Saint Cloud,10th Street,1,0,N/A
475161,29-Dec-15,Nebraska,Omaha,1029 Park Avenue,0,1,N/A
476331,29-Dec-15,South Carolina,York,Fine Wright Avenue,0,1,N/A
475141,29-Dec-15,Pennsylvania,Philadelphia,51st and Brown,0,1,N/A
478117,29-Dec-15,Texas,San Antonio,4611 East Houston Street,0,1,N/A
475539,29-Dec-15,Tennessee,Memphis,6000 block of Water Stone Oakway,1,0,N/A
475132,29-Dec-15,Missouri,Kansas City,Bannister Road and Blue Ridge Boulevard,0,1,N/A
475111,29-Dec-15,Texas,San Antonio,100 block of Charing Cross,0,0,N/A
475082,29-Dec-15,Michigan,Flint,3000 block of North Franklin Avenue,0,1,N/A
486094,28-Dec-15,Colorado,Greeley,2500 block of 23rd Avenue,0,0,N/A
474193,28-Dec-15,Missouri,Columbia,1400 block of Greensboro Drive,0,0,N/A
475071,28-Dec-15,Michigan,Jackson,100 block of Rockwell Street,0,1,N/A
476973,28-Dec-15,South Carolina,Lancaster,Carmel Road and Belmont Circle,0,1,N/A
475743,28-Dec-15,Ohio,Toledo,West Park Street,0,1,N/A
475036,28-Dec-15,Louisiana,Reserve,600 block of Northwest Second Street,0,2,N/A
474361,28-Dec-15,Louisiana,New Orleans,7001 Martin Drive,2,0,N/A
486899,28-Dec-15,Utah,Orem,1757 Village Lane,2,0,N/A
474146,28-Dec-15,Tennessee,Memphis,6800 block of Birch Run Lane,0,1,N/A
474165,28-Dec-15,Washington,Spokane,Highway 195 and Excelsior Road,0,1,N/A
475032,28-Dec-15,Ohio,Cleveland,East 131st Street and Union Avenue,0,0,N/A
475030,28-Dec-15,Virginia,Dinwiddie (county),6100 block of Duncan Road,0,1,N/A
483440,28-Dec-15,Minnesota,Sturgeon Lake,N/A,0,0,N/A
475024,28-Dec-15,Tennessee,Nashville,111 Old Hickory Boulevard,0,1,N/A
475022,28-Dec-15,Pennsylvania,Philadelphia,5600 block of Warrington Avenue,0,1,N/A
474942,28-Dec-15,Tennessee,Lebanon,1100 block of Bluebird Road,0,2,N/A
477983,28-Dec-15,Michigan,Inkster,26000 block of Yale Street,1,0,N/A
474113,28-Dec-15,Maryland,Baltimore,1900 block of Baker St.,1,0,N/A
477465,28-Dec-15,Missouri,Columbia,1700 block of Perkins Drive,0,0,N/A
474945,28-Dec-15,Tennessee,Henderson,Flanagan Acres,1,0,N/A
497728,28-Dec-15,Ohio,West Chester,7250 Cabela Drive,0,0,N/A
474447,28-Dec-15,New Jersey,Trenton,1900 block of South Clinton Avenue,0,1,N/A
474263,28-Dec-15,Georgia,Atlanta,Fairburn Road and Martin Luther King Jr Boulevard,0,2,N/A
474064,28-Dec-15,Washington,Seattle,605 Queen Anne Ave. N.,0,1,N/A
475648,28-Dec-15,Virginia,Hampton,1100 block of West Mercury Boulevard,0,0,N/A
474076,28-Dec-15,District of Columbia,Washington,800 block of Southern Avenue SE,0,1,N/A
474074,28-Dec-15,District of Columbia,Washington,N/A,0,0,N/A
473859,28-Dec-15,Tennessee,Knoxville,711 Morrison Way,0,1,N/A
474947,28-Dec-15,Virginia,Suffolk,300 block of Causey Avenue,1,0,N/A
474956,28-Dec-15,Virginia,Williamsburg,1100 block of Wilkins Drive,1,0,N/A
475481,28-Dec-15,California,Rancho Cucamonga,7429 Arbor Lane,0,1,N/A
474044,28-Dec-15,South Carolina,Union,South Enterprise Street,0,1,N/A
475629,28-Dec-15,Indiana,Richmond,100 block of South Sixth Street,0,0,N/A
474937,28-Dec-15,Pennsylvania,Reading (Mount Penn),1960 Perkiomen Ave,2,0,N/A
473547,28-Dec-15,Pennsylvania,Johnstown,900 Ash Street,0,1,N/A
474922,28-Dec-15,Tennessee,Memphis,Johnson Avenue,0,1,N/A
479251,28-Dec-15,Michigan,Inkster,26000 block of Yale Street,1,0,N/A
475595,28-Dec-15,Massachusetts,Boston,14 Putnam Street,0,0,N/A
474960,28-Dec-15,Alaska,Bethel,N/A,1,0,N/A
474913,28-Dec-15,Tennessee,Memphis,6400 block of South Country Oaks Circle,0,1,N/A
474032,28-Dec-15,California,Citrus Heights,7900 block of Kingswood Drive,1,1,N/A
475583,28-Dec-15,Kentucky,Henderson,600 block of Washington Street,0,0,N/A
475577,28-Dec-15,Florida,Fort Pierce,North 17th Street,0,1,N/A
474191,28-Dec-15,North Dakota,Fargo,450 34th Street S.,0,0,N/A
476150,28-Dec-15,Georgia,Flowery Branch,5900 block of Bailey Street,0,1,N/A
474012,28-Dec-15,California,Fresno,1000 block of Rogers Lane,1,0,N/A
475635,28-Dec-15,North Dakota,Berthold,Highway 2,0,0,N/A
474379,28-Dec-15,Pennsylvania,Chester,1400 block of Swarts Street,1,1,N/A
474319,28-Dec-15,Ohio,Dayton (Trotwood),3200 block of Atlas Road,1,0,N/A
474092,28-Dec-15,Louisiana,Slidell,Tulip Dr,0,0,N/A
474326,28-Dec-15,Pennsylvania,Philadelphia,2600 block of North 7th Street,1,0,N/A
473967,28-Dec-15,Virginia,Richmond,500 block of Northside Avenue,0,1,N/A
476111,28-Dec-15,Alabama,Birmingham,200 6th Ave. South,0,0,N/A
476109,28-Dec-15,Alabama,Birmingham (Hoover),2250 Little Valley Rd.,0,1,N/A
474879,28-Dec-15,Wisconsin,Green Bay,800 block of Howard Street,0,0,N/A
476130,28-Dec-15,Ohio,Columbus,40 block of Rodgers Avenue,1,0,N/A
474871,28-Dec-15,Pennsylvania,Chester,1400 block of Culhane Street,1,0,N/A
475336,28-Dec-15,South Carolina,Estill,4th Street,0,1,N/A
475604,28-Dec-15,Massachusetts,Brockton,547 North Main Street,0,0,N/A
478236,28-Dec-15,New York,Brooklyn,2364 Batchelder Street,2,0,N/A
474862,28-Dec-15,Wisconsin,Milwaukee,West Atkinson and North 8th,1,0,N/A
477268,28-Dec-15,Georgia,Brunswick,2600 block of Lee Street,0,1,N/A
474851,28-Dec-15,Wisconsin,Beloit,800 block of Elm Street,0,0,N/A
473877,28-Dec-15,Florida,Jacksonville,Old Middleburg Road,0,1,N/A
473870,28-Dec-15,Florida,Jacksonville,2900 block of Thomas Street,0,2,N/A
473866,28-Dec-15,Florida,Fort Myers,Ford Street,0,1,N/A
476060,28-Dec-15,Illinois,Rockford,3300 block of Sablewood Drive,0,0,N/A
475495,28-Dec-15,New York,New York (Manhattan),Madison Avenue,0,1,N/A
473905,28-Dec-15,Tennessee,Memphis,3600 block of Philsdale,1,0,N/A
475491,28-Dec-15,New York,Brooklyn,East 94th and Glenwood Road,0,0,N/A
473835,28-Dec-15,Florida,Melbourne,University Boulevard and US 1,0,0,N/A
475483,28-Dec-15,New York,Staten Island,Stroud Avenue,0,0,N/A
473823,28-Dec-15,Arizona,Red Rock,34000 block of S. Spirit Lane,1,0,N/A
474206,28-Dec-15,Ohio,Cleveland,Euclid and Wymore Avenues,1,0,N/A
475138,28-Dec-15,Nevada,Henderson,2400 block of Foxmoore Court,1,0,N/A
477195,28-Dec-15,North Carolina,Watauga (county),N/A,0,0,N/A
477191,28-Dec-15,North Carolina,Charlotte,Idlewild Brook Lane,0,0,N/A
474677,28-Dec-15,Florida,Orlando,632 Columbia Street,0,1,N/A
474675,28-Dec-15,Florida,Lakeland,1563 Turtle Rock Drive,0,1,N/A
477831,28-Dec-15,Georgia,Ellijay,Brook Hollow Circle,1,0,N/A
475903,28-Dec-15,Illinois,Granite City,North Street and Illinois 3,0,0,N/A
474620,28-Dec-15,California,Castroville,Wood Street,0,0,N/A
474986,28-Dec-15,Washington,Seattle,Second Avenue Extension South and South Washington Street,0,1,N/A
473887,28-Dec-15,Florida,Fort Lauderdale (Lauderhill),2900 block of NW 55th Ave,1,0,N/A
474445,28-Dec-15,New Jersey,Newark,200 block of South 11th Street,1,0,N/A
474603,28-Dec-15,Alaska,Anchorage,Mt View Drive and Klevin Street,0,1,N/A
474589,28-Dec-15,Illinois,Chicago,300 block of East 58th Street,0,1,N/A
474559,28-Dec-15,District of Columbia,Washington,3314 10th Pl SE,1,0,N/A
