Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
739236,31-Dec-16,Michigan,Kalamazoo,1900 block of South Westnedge Avenue,0,1,N/A
739569,31-Dec-16,Wisconsin,Milwaukee,3200 Block of N Achilles St,0,1,N/A
738669,31-Dec-16,Indiana,Indianapolis,8300 block of Whipporwill Drive,0,1,N/A
740436,31-Dec-16,Massachusetts,Boston,Topliff St and Holiday St,0,0,N/A
739979,31-Dec-16,Missouri,Kansas City,5800 block of Blue Pkwy,0,3,N/A
739230,31-Dec-16,Illinois,Chicago,4300 block of South Wolcott,0,1,N/A
739561,31-Dec-16,Wisconsin,Milwaukee,4200 block of W. Burleigh Street,0,2,N/A
739227,31-Dec-16,Illinois,Chicago,4400 block of South Marshfield,0,2,N/A
739966,31-Dec-16,Missouri,Kansas City,East Meyer Blvd and Olive St,0,1,N/A
742732,31-Dec-16,New York,Huntington,Bardwell St,0,0,N/A
739947,31-Dec-16,Kansas,Topeka,2600 block of SE Massachusetts Ave,0,1,N/A
770614,31-Dec-16,Florida,Lakeland,2440 US-92,0,0,N/A
739221,31-Dec-16,Georgia,Covington,9176 US 278,0,1,N/A
745128,31-Dec-16,Oklahoma,Oklahoma City,8300 block of 106th St,1,0,N/A
738686,31-Dec-16,New York,Brooklyn,2265 Bedford Ave,1,0,N/A
740468,31-Dec-16,Maine,Oakland,6 Rod Rd,0,0,N/A
738903,31-Dec-16,Indiana,Indianapolis,4006 Newburgh Drive,1,0,N/A
740788,31-Dec-16,California,Fresno,Van Ness Ave and Belmont Ave,0,0,N/A
825045,31-Dec-16,Oklahoma,Tulsa,7700 S Lewis Ave,1,0,N/A
739445,31-Dec-16,South Carolina,Seabrook,Coakley Drive and Keans Neck Road,0,0,N/A
739691,31-Dec-16,Missouri,Kansas City,418 W 9th St,1,2,N/A
740777,31-Dec-16,California,Merced,400 block of West Childs Ave,0,0,N/A
738953,31-Dec-16,New York,Mount Vernon,300 block of E 3rd Street,1,1,N/A
739200,31-Dec-16,Ohio,Columbus,5526 Hall Rd,0,1,N/A
739893,31-Dec-16,New Jersey,Vineland,800 block of East Walnut Road,0,1,N/A
739891,31-Dec-16,Florida,Melbourne,2700 block of Cozumel Dr,0,0,N/A
740447,31-Dec-16,Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,N/A
740761,31-Dec-16,Kentucky,Louisville,N/A,0,1,N/A
739193,31-Dec-16,Ohio,Columbus,Lockbourne Road and Faber Avenue,0,1,N/A
739864,31-Dec-16,Virginia,Portsmouth,1500 block of Wilcox Avenue,1,0,N/A
739825,31-Dec-16,Florida,Marathon,5515 Overseas Highway,0,0,N/A
738850,31-Dec-16,Illinois,Chicago,5600 block of S Albany,0,1,N/A
742697,31-Dec-16,Indiana,East Chicago,N/A,0,1,N/A
739160,31-Dec-16,Ohio,Dayton,2800 block of Preston Street,0,1,N/A
751458,31-Dec-16,New Jersey,Newark,N/A,0,0,N/A
742557,31-Dec-16,Minnesota,South Saint Paul,400 block of Camber Avenue,0,0,N/A
746433,31-Dec-16,Kansas,Leavenworth,N/A,0,0,N/A
763736,31-Dec-16,Kentucky,Louisville,300 block of South 38th Street,0,1,N/A
740708,31-Dec-16,North Carolina,Pitt (county),921 Coward Lane,0,1,N/A
741084,31-Dec-16,Texas,Austin,Brazos St and E 6th St,0,1,N/A
741593,31-Dec-16,Ohio,Youngstown,W Delason Ave,0,0,N/A
742643,31-Dec-16,Florida,Bryceville,12000 block of CR 121,2,0,N/A
739098,31-Dec-16,Louisiana,Shreveport,4025 Golf Links Blvd,1,0,N/A
740960,31-Dec-16,North Carolina,Eden,1400 block of Fieldcrest Rd,0,1,N/A
741580,31-Dec-16,California,Antioch,2301 Sycamore Dr,1,1,N/A
739018,31-Dec-16,Florida,Sanford,911 S Palmetto Ave,0,1,N/A
738867,31-Dec-16,Louisiana,New Orleans,2400 block of Martin Luther King Jr Boulevard,0,1,N/A
739081,31-Dec-16,Ohio,Eaton,1139 Preble Dr,1,0,N/A
739754,31-Dec-16,Illinois,Aurora,400 block of Melrose Avenue,1,0,N/A
739107,31-Dec-16,Minnesota,Mankato,1900 Premier Dr,1,0,N/A
739734,31-Dec-16,Arkansas,Black Rock,188 Lawrence County Road 221,1,0,N/A
741194,31-Dec-16,North Carolina,Morgantown,Havenwood Dr,0,1,N/A
739039,31-Dec-16,Florida,Jacksonville,5200 Anisa Ct,0,0,N/A
742566,31-Dec-16,California,Monterey (county),218 Boronda Road,1,0,N/A
739038,31-Dec-16,Florida,Jacksonville,2700 Forbes St,0,0,N/A
739037,31-Dec-16,Florida,Jacksonville,2900 Carleon Rd,0,0,N/A
739036,31-Dec-16,Florida,Jacksonville,4200 S Homer Rd,0,0,N/A
739035,31-Dec-16,Florida,Jacksonville,Rocky Creek Dr and Shiloh Creek Dr,0,0,N/A
739032,31-Dec-16,Florida,Jacksonville,118th St and Ricker Rd,0,0,N/A
739029,31-Dec-16,Florida,Jacksonville,200 Park St,0,0,N/A
739028,31-Dec-16,Florida,Jacksonville,2000 W Las Brisas Way,0,0,N/A
739027,31-Dec-16,Florida,Jacksonville,Homer Rd and Alaro Rd,0,0,N/A
739025,31-Dec-16,California,Stockton,300 block of West Oak Street,0,0,N/A
739724,31-Dec-16,California,Sacramento,1900 block of Expedition Way,0,1,N/A
739310,31-Dec-16,Kentucky,Louisville,2300 block of Griffiths Avenue,0,1,N/A
740172,31-Dec-16,Michigan,Detroit,13000 block of Kilbourne,0,1,N/A
742539,31-Dec-16,Georgia,Atlanta,Boynton Avenue and Martin Street SE,0,0,N/A
740719,31-Dec-16,Oregon,Grants Pass,Robertson Bridge Rd,1,0,N/A
742532,31-Dec-16,Texas,Marshall,2100 block of Holland St,0,0,N/A
742530,31-Dec-16,Texas,Marshall,3000 block of Brimm Street,0,0,N/A
742478,31-Dec-16,Michigan,Battle Creek,637 Hubbard St,0,0,N/A
738979,31-Dec-16,Arizona,Phoenix,6600 W Van Buren Street,1,0,N/A
738715,31-Dec-16,Georgia,Cumming,211 Atlanta Rd,0,0,N/A
748071,31-Dec-16,Florida,Crestview,SR 85,0,0,N/A
747138,31-Dec-16,Kansas,Salina,1400 block of Pershing St,0,0,N/A
739703,31-Dec-16,North Carolina,Durham,9700 block of S Lowell St,0,1,N/A
739699,31-Dec-16,Louisiana,Marrero,1101 Medical Center Blvd,0,1,N/A
749001,31-Dec-16,Pennsylvania,Philadelphia,800 block of E Washington Ln,0,0,N/A
739697,31-Dec-16,Louisiana,New Orleans,Frenchman St and Caton St,0,1,N/A
740599,31-Dec-16,Louisiana,Thibodaux,Livas Lane and West Park Ave,1,0,N/A
739686,31-Dec-16,Missouri,Columbia,Clearview Dr,0,0,N/A
772198,31-Dec-16,Missouri,Kansas City,E Gregory Blvd and College Ave,1,0,N/A
741433,31-Dec-16,Connecticut,Hamden,Arch Street,0,0,N/A
743356,31-Dec-16,Indiana,Chesterton,6358 N Calumet Rd,0,0,N/A
741422,31-Dec-16,Arkansas,Jonesboro,300 block of Greenmeadow Lane,0,0,N/A
743340,31-Dec-16,Indiana,Fort Wayne,N/A,0,0,N/A
743338,31-Dec-16,Indiana,Fort Wayne,N/A,0,0,N/A
741409,31-Dec-16,Tennessee,Murfreesboro,2310 Memorial Blvd,1,0,N/A
739658,31-Dec-16,Georgia,Augusta,1400 block of Brown St,0,0,N/A
740634,31-Dec-16,Michigan,Benton Harbor,250 N. Fair Ave,0,1,N/A
740626,31-Dec-16,Florida,Largo,616 Rosery Rd,1,0,N/A
740552,31-Dec-16,Michigan,Detroit,11000 block of Minden St,1,1,N/A
740620,31-Dec-16,Michigan,Detroit,11000 Block of Christy St,0,1,N/A
743569,31-Dec-16,South Carolina,Santee,Clark St and Old State Rd,0,1,N/A
739628,31-Dec-16,Maryland,Baltimore,1900 block of McCulloh St,0,0,N/A
739624,31-Dec-16,Maryland,Baltimore,200 block of Pontiac Ave,0,0,N/A
739620,31-Dec-16,Maryland,Baltimore,200 block of N Mount St,0,0,N/A
743155,31-Dec-16,Illinois,Blue Island,14100 block of South Western Ave,1,1,N/A
743260,31-Dec-16,Louisiana,Bossier City,5400 block of Barksdale Blvd,0,1,N/A
739589,31-Dec-16,Illinois,Urbana,142 Lincoln Square,0,0,N/A
739296,31-Dec-16,Nebraska,Lincoln,1523 Superior St,2,0,N/A
738949,31-Dec-16,Illinois,Chicago,5600 block of West Corcoran,0,1,N/A
738830,31-Dec-16,Illinois,Chicago,2200 block of North Latrobe,0,2,N/A
739000,31-Dec-16,Michigan,Wyoming,3500 block of Goodman Avenue SW,0,1,N/A
747691,31-Dec-16,Maryland,Suitland,3500 block of Silver Park Dr,1,0,N/A
739567,31-Dec-16,Illinois,Joliet,400 block of Grover,1,0,N/A
743211,31-Dec-16,Louisiana,Arabi,1800 block of Schnell Dr,0,1,N/A
739550,31-Dec-16,West Virginia,Wheeling,15th St,0,0,N/A
739545,31-Dec-16,Washington,Seattle,3rd Ave and Pine St,0,1,N/A
739278,31-Dec-16,Nevada,Reno,701 E 7th St,0,1,N/A
739466,31-Dec-16,Pennsylvania,Greencastle,400 block of W Baltimore St,1,0,N/A
740531,31-Dec-16,Louisiana,New Orleans,Almonaster Ave and N Prieur St,0,0,N/A
739533,31-Dec-16,Utah,Salt Lake City (Taylorsville),3900 Block of Squire Crest Dr,0,1,N/A
742303,31-Dec-16,California,Bakersfield,Alfred Harrell Hwy,1,0,N/A
742301,31-Dec-16,South Carolina,Mount Pleasant,774 S Shelmore Blvd,0,0,N/A
742287,31-Dec-16,South Carolina,Santee,Clark Street and Old State Road,0,1,N/A
738728,31-Dec-16,North Carolina,Rowan (county),100 block of Apex Ln,1,0,N/A
784124,31-Dec-16,Pennsylvania,Pittsburgh,N/A,0,0,N/A
740534,31-Dec-16,Louisiana,New Orleans (Jefferson),N/A,0,1,N/A
738749,31-Dec-16,Texas,Houston,3704 Fannin Street,1,3,N/A
739656,31-Dec-16,Tennessee,Memphis,Saxon Ave and Cummings St,1,0,N/A
740524,31-Dec-16,Louisiana,New Orleans,12000 block of I-10 Service Road,0,1,N/A
739491,31-Dec-16,Ohio,Cleveland,E 118th St and Union Ave,0,1,N/A
739489,31-Dec-16,Ohio,Cleveland,2300 Block of W 38th St,0,1,N/A
739481,31-Dec-16,Louisiana,Covington (Claiborne),Green Road,0,1,N/A
742110,31-Dec-16,Florida,New Port Richey,Seven Springs Blvd,0,0,N/A
742088,31-Dec-16,New Mexico,Roswell,W Berrendo Rd,2,0,N/A
738664,31-Dec-16,Indiana,Indianapolis,3300 block of E Vermont St,0,2,N/A
739475,31-Dec-16,Massachusetts,Worcester,2 Blodgett Place,0,0,N/A
740180,31-Dec-16,Missouri,Saint Louis,Gasconade St and Oregon Ave,0,0,N/A
742072,31-Dec-16,Texas,Houston,N/A,0,0,N/A
740469,31-Dec-16,Maine,Skowhegan,Back Rd,0,0,N/A
740187,31-Dec-16,Missouri,Saint Louis,4400 block of S Spring Ave,2,0,N/A
739456,31-Dec-16,Arizona,Phoenix,39th Avenue and McDowell Road,0,2,N/A
740871,31-Dec-16,Washington,Kennewick,S Jean Street,0,1,N/A
738940,31-Dec-16,Illinois,Chicago,4800 block of W Chicago Ave,1,0,N/A
741420,31-Dec-16,Arkansas,Jonesboro,3800 block of Raider Rd,0,0,N/A
738951,31-Dec-16,Illinois,Chicago,4000 block of W 21st Pl,0,1,N/A
1089916,31-Dec-16,New Jersey,Gloucester (county),N/A,0,0,N/A
740606,31-Dec-16,Virginia,Henrico (Highland Springs),600 block of York Ave,0,1,N/A
738921,31-Dec-16,Kentucky,Louisville,49 College Ct,0,2,N/A
741125,31-Dec-16,Mississippi,Pelahatchie,N/A,1,0,N/A
738919,31-Dec-16,Maryland,Baltimore,2250 E North Ave,1,0,N/A
755970,31-Dec-16,New Jersey,Stratford,Union Ave,1,0,N/A
739368,31-Dec-16,Illinois,Chicago,900 block of North Karlov,0,2,N/A
740403,31-Dec-16,Louisiana,Shreveport,2500 block of Kings Hwy,0,0,N/A
739366,31-Dec-16,Illinois,Chicago,7200 block of South Coles,0,1,N/A
739232,31-Dec-16,Illinois,Chicago,3700 block of S Wabash,0,1,N/A
749524,31-Dec-16,Texas,Grapevine,700 Block of E Texas 114,0,0,N/A
740234,31-Dec-16,Texas,Houston,Hopper,0,1,N/A
739493,31-Dec-16,Oklahoma,Tulsa,21st St and Sheridan Rd,0,3,N/A
1071325,31-Dec-16,Georgia,Griffin,116 Liberty Cir,1,0,N/A
740211,31-Dec-16,North Carolina,Durham,Gilbert St,0,0,N/A
743016,31-Dec-16,Indiana,Laurel,13246 IN 121,0,1,N/A
743012,31-Dec-16,New Jersey,Trenton,Sanford St,0,0,N/A
742973,31-Dec-16,South Carolina,Greenwood,Highland Forest Dr,0,0,N/A
739496,31-Dec-16,Oklahoma,Tulsa,2160 S Sheridan Rd,0,1,N/A
744694,31-Dec-16,Tennessee,Murfreesboro,N/A,0,0,N/A
740042,31-Dec-16,Oklahoma,Claremore,Thomas Dr,1,1,N/A
742938,31-Dec-16,Texas,Dallas,N/A,0,1,N/A
742926,31-Dec-16,Texas,Fort Worth,N/A,0,1,N/A
742914,31-Dec-16,Missouri,Joplin,112 S Main St,0,0,N/A
739343,31-Dec-16,New York,New York (Manhattan),48 East 105th St,0,0,N/A
739651,31-Dec-16,Georgia,Jonesboro,8970 Thomas Rd,1,0,N/A
745131,31-Dec-16,Oklahoma,Oklahoma City,900 block of NE 19th St,1,0,N/A
739325,31-Dec-16,New York,Niagara Falls,20th St,0,0,N/A
740161,31-Dec-16,Louisiana,Ruston,105 East Texas Avenue,1,0,N/A
742091,31-Dec-16,Montana,Columbus,E 1st Ave N and E 2nd Ave N,1,0,N/A
739498,31-Dec-16,Oklahoma,Norman,1800 Block of Virginia St,1,0,N/A
741882,31-Dec-16,North Carolina,Edenton,120 Block of West Cartaret St,0,2,N/A
739341,31-Dec-16,Washington,Federal Way,32100 block of 46th Pl SW,1,0,N/A
741841,31-Dec-16,Florida,Wildwood,Young Circle,0,0,N/A
738908,30-Dec-16,Florida,Miami,10101 W Indigo St,1,0,N/A
743781,30-Dec-16,Massachusetts,Plainville,71 Messenger St,0,0,N/A
738041,30-Dec-16,Ohio,Mansfield,3230 Possum Run Rd,0,5,N/A
740108,30-Dec-16,California,Merced,3200 block of Nashville Ct,0,0,N/A
740106,30-Dec-16,California,Merced,300 block of S Parsons,0,0,N/A
738576,30-Dec-16,Connecticut,Wallingford,95 S Turnpike Rd,2,3,N/A
737814,30-Dec-16,Georgia,Lincolnton,Nethania Farm Road,1,0,N/A
738391,30-Dec-16,Tennessee,Memphis,1190 block of Jackson,0,1,N/A
748392,30-Dec-16,New Jersey,Newark,300 Block of S 11th St,1,0,N/A
744451,30-Dec-16,Tennessee,Kingsport,713 Stuffle St,0,0,N/A
738381,30-Dec-16,Texas,Corpus Christi,500 Block of Louisiana Avenue,0,0,N/A
740934,30-Dec-16,Nevada,Las Vegas,Lake Mead Blvd and Losee Rd,1,0,N/A
739261,30-Dec-16,Oregon,Portland,E Burnside St and 122nd Ave,0,1,N/A
737943,30-Dec-16,California,Sacramento (Fruitridge),5500 block of Enrico Boulevard,1,0,N/A
746620,30-Dec-16,California,Pittsburg,Bliss Ave and Harbor St,0,0,N/A
741411,30-Dec-16,Georgia,Webster (county),N/A,1,0,N/A
739264,30-Dec-16,Oregon,Portland,N Columbia Blvd,0,1,N/A
737805,30-Dec-16,Nebraska,Lincoln,399 Sun Valley Blvd,0,0,N/A
817352,30-Dec-16,Pennsylvania,Philadelphia,N/A,0,0,N/A
739269,30-Dec-16,Pennsylvania,Pittsburgh,3400 block of Fleming Ave,0,1,N/A
740012,30-Dec-16,Missouri,Kansas City,4600 block of NE 83rd Terrace,0,1,N/A
739250,30-Dec-16,Louisiana,New Orleans,1700 block of Old Prieur St,0,0,N/A
745151,30-Dec-16,New York,Cutchogue,Midwood Rd,0,0,N/A
739245,30-Dec-16,Rhode Island,Coventry,211 Williams Crossing Road,0,1,N/A
738331,30-Dec-16,Colorado,Denver,3663 S Sheridan Blvd,0,0,N/A
742736,30-Dec-16,New York,Bloomingburg,Wurtsboro Mountain Rd,0,0,N/A
738648,30-Dec-16,Massachusetts,Boston,434 Massachusetts Ave,0,0,N/A
737794,30-Dec-16,Illinois,Belleville,2913 West Blvd,1,1,N/A
738288,30-Dec-16,Illinois,Chicago,100 block of North Long Ave,0,1,N/A
738619,30-Dec-16,Oklahoma,Oklahoma City (Midwest City),NE 10th St and N Douglas Blvd,0,1,N/A
739577,30-Dec-16,South Carolina,Burton,N/A,0,0,N/A
737991,30-Dec-16,Alabama,Montgomery,100 block of Longbrook Drive,2,2,N/A
740806,30-Dec-16,North Carolina,Asheville,N/A,0,0,N/A
738695,30-Dec-16,Georgia,Atlanta (College Park),2000 block of Sitser Lane,0,0,N/A
739207,30-Dec-16,Florida,Fort Myers,Glenwood Ave,0,1,N/A
739682,30-Dec-16,Indiana,Terre Haute,22nd St and Liberty St,0,0,N/A
738068,30-Dec-16,Florida,Jacksonville,5700 block of Holly Bell Dr,1,0,N/A
738414,30-Dec-16,Pennsylvania,Hesston,Seven Points Rd and Bakers Hollow Rd,2,0,N/A
738039,30-Dec-16,North Carolina,Greenville,122 Concord Dr,1,0,N/A
742704,30-Dec-16,Alaska,Ketchikan,N Tongass Hwy,1,0,N/A
738208,30-Dec-16,Florida,Cape Coral,SW 8th Pl,0,0,N/A
741623,30-Dec-16,Georgia,Albany,212 West Society Ave,0,0,N/A
738171,30-Dec-16,New Jersey,Paterson,Martin Street,0,1,N/A
738154,30-Dec-16,California,San Francisco,Northridge and Harbor Road,0,1,N/A
738149,30-Dec-16,Florida,Jacksonville,8300 E Argyle Corners Dr,0,0,N/A
738148,30-Dec-16,Florida,Jacksonville,Painted Pony Dr and 110th St,0,0,N/A
738145,30-Dec-16,Florida,Jacksonville,2500 W Congaree Dr,0,0,N/A
739137,30-Dec-16,New York,Rochester,Wilder St,0,1,N/A
738141,30-Dec-16,Florida,Jacksonville,110th St and Catoma St,0,0,N/A
738136,30-Dec-16,Florida,Jacksonville,Townsend Rd and Ricker Rd,0,0,N/A
738129,30-Dec-16,Florida,Orlando,4728 Walden Circle,1,0,N/A
738608,30-Dec-16,Ohio,Girard,40 E Kline St,0,0,N/A
739780,30-Dec-16,Illinois,Dundee (West Dundee),150 Short St,0,0,N/A
739100,30-Dec-16,Kansas,Wichita,2600 block of E Wilma,0,1,N/A
738674,30-Dec-16,Virginia,Gladys,8000 block of Red House Rd,1,0,N/A
738845,30-Dec-16,Illinois,Chicago,8100 block of S Bishop,1,0,N/A
737877,30-Dec-16,Tennessee,Antioch,3606 Hamilton Church Road,0,0,N/A
739076,30-Dec-16,California,Fresno,Fisher and Home Avenue,0,0,N/A
739072,30-Dec-16,Florida,Tampa,Charter Oak Ct and Woodville St,0,0,N/A
739071,30-Dec-16,Florida,Plant City,1400 block of Mcgee Rd,0,0,N/A
739070,30-Dec-16,Florida,Brandon,1000 block of Versant Dr,0,0,N/A
739033,30-Dec-16,Virginia,Portsmouth,1100 block of Virginia Ave,0,1,N/A
739030,30-Dec-16,California,Oakland,77th Avenue and Garfield Avenues,1,0,N/A
739275,30-Dec-16,South Carolina,North Charleston,Iris St,1,0,N/A
739016,30-Dec-16,Florida,Palmetto,2310 1st Ave E,0,0,N/A
739011,30-Dec-16,Florida,Destin,405 Harbor Blvd,0,1,N/A
738994,30-Dec-16,Missouri,Liberty (Pleasant Valley),N/A,1,0,N/A
737966,30-Dec-16,Arizona,Phoenix,12th Street and Northern Ave,1,0,N/A
738078,30-Dec-16,Tennessee,Nashville,1000 Amberwood Cir,0,0,N/A
745623,30-Dec-16,Wisconsin,Madison,Whitney Way and Raymond Rd,0,0,N/A
738057,30-Dec-16,Florida,Belle Glade,2 W Ave A,0,1,N/A
737925,30-Dec-16,Tennessee,Memphis,Powell Avenue and Holmes Street,1,0,N/A
738651,30-Dec-16,Maryland,Suitland,3801 Southern Ave SE,0,1,N/A
737939,30-Dec-16,Tennessee,Chattanooga,490 Greenway Dr,0,1,N/A
755008,30-Dec-16,Arizona,Cochise,N/A,0,0,N/A
739671,30-Dec-16,Texas,Denton,600 block of Roberts St,0,0,N/A
737672,30-Dec-16,Texas,Friendswood,19100 Glenwest Drive,1,0,N/A
737667,30-Dec-16,New York,Bronx,300 E 170th,1,0,N/A
738943,30-Dec-16,Virginia,Fredericksburg,1000 block of Myrick St,0,0,N/A
738855,30-Dec-16,Illinois,Chicago (Englewood),700 block of W 73rd,0,1,N/A
737957,30-Dec-16,Arizona,Phoenix,71st and Indian School,0,1,N/A
738733,30-Dec-16,Michigan,Detroit,17137 Harper,0,1,N/A
738914,30-Dec-16,Arizona,Laveen,5115 W Southern Ave,0,1,N/A
738911,30-Dec-16,Ohio,Union City,100 Block of S Wintergreen St,0,1,N/A
966380,30-Dec-16,New York,Corona (Queens),Foch Blvd,0,1,N/A
747020,30-Dec-16,South Carolina,Donalds,Tribble Rd,0,0,N/A
743258,30-Dec-16,Illinois,Joliet,800 block of Rosalind Street,0,0,N/A
1269779,30-Dec-16,California,Stockton,9100 block of Fitzpatrick Cir,1,0,N/A
738862,30-Dec-16,Louisiana,New Orleans,North Tonti Street,0,1,N/A
739068,30-Dec-16,Virginia,Charlottesville,500 block of 6th St SE,0,1,N/A
739554,30-Dec-16,South Carolina,Mc Clellanville (Mcclellanville),824 Burgin Road,1,0,N/A
738795,30-Dec-16,Maryland,Capitol Heights,White Pearl Place and Pepper Mill Rd,1,0,N/A
738773,30-Dec-16,Idaho,Idaho Falls,West 65th South and South 5th West,0,1,N/A
738711,30-Dec-16,Texas,Houston,Richelieu Lane and Oak Forest Drive,3,0,N/A
737847,30-Dec-16,Delaware,Magnolia,Flint Dr,0,1,N/A
742241,30-Dec-16,South Carolina,Hampton,107 Lanes Loop,1,0,N/A
738917,30-Dec-16,Wisconsin,La Crosse,N3075 WI 16,0,1,N/A
739505,30-Dec-16,South Carolina,Myrtle Beach,S Myrtle St,0,1,N/A
739503,30-Dec-16,South Carolina,Richland (county),Woodcrest Dr,0,1,N/A
739556,30-Dec-16,Wisconsin,Milwaukee,6th St and Chambers St,1,0,N/A
738697,30-Dec-16,Louisiana,New Orleans,2300 Block of New Orleans St,0,2,N/A
741128,30-Dec-16,Mississippi,Natchez,Triumph Lane,1,0,N/A
738142,30-Dec-16,Illinois,Chicago,8200 block of South Ingleside,1,1,N/A
739487,30-Dec-16,Ohio,Cleveland,E 74th St and Superior Ave,0,1,N/A
739485,30-Dec-16,Ohio,Cleveland,10000 Block of Crestwood Ave,0,1,N/A
739479,30-Dec-16,Illinois,Peoria,1400 block of South Westmoreland Avenue,0,0,N/A
738679,30-Dec-16,Virginia,Danville,300 block of Wooding Avenue,0,1,N/A
738397,30-Dec-16,Wisconsin,Milwaukee (West Allis),S. 94th St. and W. Schlinger Ave,2,0,N/A
739290,30-Dec-16,Pennsylvania,Butler,10th St,1,0,N/A
741030,30-Dec-16,Connecticut,Bridgeport,130 Old Town Road,0,1,N/A
738759,30-Dec-16,Texas,Houston,9350 Country Creek St,1,0,N/A
739162,30-Dec-16,North Carolina,Charlotte,5415 Kimmerly Woods Drive,0,0,N/A
739167,30-Dec-16,North Carolina,Charlotte,6150 Old Pineville Road,0,0,N/A
742065,30-Dec-16,Tennessee,Memphis,2830 Old Austin Peay Highway,0,0,N/A
739177,30-Dec-16,North Carolina,Charlotte,2008 El Verano Circle,0,0,N/A
739172,30-Dec-16,North Carolina,Charlotte,6625 Dupont Drive,0,0,N/A
738402,30-Dec-16,Tennessee,Antioch,100 Chimney Top Drive,1,0,N/A
740199,30-Dec-16,Missouri,Saint Louis,5300 block of Claxton Ave,0,1,N/A
738650,30-Dec-16,Massachusetts,Boston,33 Stanton St,0,0,N/A
739437,30-Dec-16,Alabama,Montgomery,2100 block of E. South Boulevard,0,1,N/A
742351,30-Dec-16,Alaska,Ekwok,N/A,0,0,N/A
741421,30-Dec-16,Tennessee,Murfreesboro,3435 Florence Rd,0,0,N/A
738100,30-Dec-16,Indiana,Indianapolis,5845 Rockville Rd,1,0,N/A
738157,30-Dec-16,Florida,Elkton,State Rd 207,0,0,N/A
738137,30-Dec-16,Kentucky,Wingo,McNutt Road,0,0,N/A
738118,30-Dec-16,Kentucky,Louisville,N/A,0,1,N/A
737721,30-Dec-16,Texas,Killeen,North 22nd Street and Parmer Avenue,1,0,N/A
741134,30-Dec-16,Mississippi,Harrison (county),Canal Road,0,0,N/A
739234,30-Dec-16,Mississippi,Meridian,803 29th St,1,0,N/A
