Incident_ID,Incident_date,State_name,City_or_County,Address,Number_Killed,Number_Injured,Operations
729541,28-Dec-14,Texas,Houston,6600 Block of Harbor Town Drive,0,0,N/A
270312,28-Dec-14,Indiana,South Bend,W. Western and Falcon St.,0,0,N/A
270128,28-Dec-14,Missouri,Kansas City,151 East 13th Street,1,0,N/A
270308,28-Dec-14,Illinois,Rockford,Independence Avenue and Auburn,0,0,N/A
270718,28-Dec-14,Pennsylvania,Bensalem,1000 block of Bobolink Drive,0,1,N/A
270307,28-Dec-14,Illinois,Rockford,400 block of Oakley Avenue,0,0,N/A
270503,28-Dec-14,Pennsylvania,Daisytown,McGirts Road,1,0,N/A
270305,28-Dec-14,Illinois,Rockford,Auburn and North Horseman,0,0,N/A
271187,28-Dec-14,Michigan,Flint,Mohawk Avenue and Cherokee Avenue,0,1,N/A
270300,28-Dec-14,Colorado,Colorado Springs,700 block of North Nevada Avenue,0,0,N/A
280252,28-Dec-14,Pennsylvania,Allentown,N/A,1,0,N/A
270894,28-Dec-14,New York,Brooklyn,109 Marcus Garvey Boulevard,0,1,N/A
270666,28-Dec-14,North Carolina,Wilmington,700 block of Nun Street,0,0,N/A
270936,28-Dec-14,District of Columbia,Washington,1300 block of Southern Avenue,2,0,N/A
274199,28-Dec-14,North Carolina,Durham,N/A,0,0,N/A
270284,28-Dec-14,Ohio,Cincinnati,3516 McHenry,0,1,N/A
270829,28-Dec-14,New York,Buffalo,200 block of Peach Street,1,0,N/A
271349,28-Dec-14,Louisiana,Shreveport,4900 block of Mansfield Road,1,1,N/A
270848,28-Dec-14,North Carolina,Greensboro,800 block of Blazingwood Drive,0,0,N/A
274181,28-Dec-14,North Carolina,Greensboro,700 block of Julian Street,0,1,N/A
270246,28-Dec-14,Utah,Stansbury Park,Aberdeen Lane and Merion Drive,1,0,N/A
270334,28-Dec-14,Oklahoma,Owasso,East 89th Street North and North 103rd East Avenue,0,0,N/A
270637,28-Dec-14,Maryland,Baltimore,1900 block w Lexington Street,0,1,N/A
270890,28-Dec-14,New York,Manhattan,78 Catherine Street,1,0,N/A
270215,28-Dec-14,Wisconsin,Madison,7400 block of Valley Ridge Road,0,0,N/A
270632,28-Dec-14,Maryland,Baltimore,2300 block of McCulloh Street,1,0,N/A
270210,28-Dec-14,Nebraska,Lincoln,100 block of South 53rd Street,0,0,N/A
270627,28-Dec-14,Maryland,Baltimore,3000 block of E. Monument St.,0,1,N/A
270845,28-Dec-14,New York,Freeport,Colonial Avenue,1,0,N/A
271325,28-Dec-14,Louisiana,Shreveport,Midway Avenue and Linwood Avenue,0,1,N/A
270071,28-Dec-14,Kentucky,Louisville,Watterson Expressway and Newburg Road,0,1,N/A
271384,28-Dec-14,Mississippi,Tylertown,Kirklin Road,1,0,N/A
270690,28-Dec-14,Louisiana,Violet,2300 block of Licciardi Lane,1,0,N/A
270193,28-Dec-14,New York,Buffalo,Sycamore Street and Fillmore Avenue,0,1,N/A
272087,28-Dec-14,Mississippi,Meridian,2400 block of 5th Street,0,1,N/A
270179,28-Dec-14,New York,Rochester,105 Avenue B,0,1,N/A
271312,28-Dec-14,North Carolina,Burlington,1127 Spence Court,0,1,N/A
271784,28-Dec-14,Arkansas,Newport,Daugherty and Pecan Streets,0,1,N/A
270227,28-Dec-14,New York,Syracuse,Court Street,0,0,N/A
270168,28-Dec-14,Massachusetts,Chelsea,Washington Avenue,0,0,N/A
299085,28-Dec-14,Arizona,Phoenix,646 W. Indian School Road,0,1,N/A
270164,28-Dec-14,Wisconsin,Milwaukee,48th and Villard,0,1,N/A
272224,28-Dec-14,Mississippi,Jackson County,N/A,0,1,N/A
270160,28-Dec-14,Vermont,South Ryegate,Route 302,0,0,N/A
270512,28-Dec-14,Tennessee,Memphis,1600 block of Walker Avenue,0,1,N/A
281714,28-Dec-14,Utah,Beaver,N/A,0,0,N/A
270514,28-Dec-14,Tennessee,Memphis,1800 block of Corning Avenue,1,0,N/A
276484,28-Dec-14,Pennsylvania,New Castle,N/A,1,0,N/A
270598,28-Dec-14,Florida,Dade City,37047 Lock Street,0,0,N/A
271279,28-Dec-14,North Carolina,Charlotte,Irma Stree,0,0,N/A
270057,28-Dec-14,Indiana,South Bend,400 block of S. 25th Street,1,0,N/A
270529,28-Dec-14,Virginia,Hopewell,S. 8th Avenue,0,1,N/A
270577,28-Dec-14,Illinois,Joliet,1100 block of Magnolia Avenue,0,1,N/A
270667,28-Dec-14,North Carolina,Wilmington,400 block of Henry Street,0,1,N/A
272137,28-Dec-14,Pennsylvania,Johnstown,600-block Park Avenue,0,0,N/A
270109,28-Dec-14,Missouri,Springfield,1300 block of N. Sherman Avenue,0,1,N/A
273214,28-Dec-14,Tennessee,Memphis,Cloister Avenue,0,0,N/A
270551,28-Dec-14,Virginia,Hampton,3600 block of Victoria Blvd.,0,2,N/A
272867,28-Dec-14,Florida,Naples,N/A,0,0,N/A
272852,28-Dec-14,Florida,Miami,Southwest Seventh Avenue and Southwest Third Street,1,0,N/A
270542,28-Dec-14,Florida,Orange County,Davis Rd,0,0,N/A
272093,28-Dec-14,Mississippi,Starkville,Hartness Street,0,0,N/A
270525,28-Dec-14,Ohio,Toledo,Forsythe Street,0,1,N/A
270078,28-Dec-14,Illinois,Chicago,1300 block of West Randolph Street,0,1,N/A
270076,28-Dec-14,Illinois,Chicago,1300 block of North Washburne Avenue,0,1,N/A
270074,28-Dec-14,Illinois,Chicago,11200 block of South Halsted Street,0,1,N/A
269987,28-Dec-14,Illinois,Chicago,900 block of North Lockwood,1,0,N/A
270418,28-Dec-14,Illinois,Chicago,5100 block of South May Street,2,1,N/A
269993,28-Dec-14,Michigan,Detroit,1600 block of Glendale,1,0,N/A
270068,28-Dec-14,Indiana,Shelbyville,Raleigh Boulevard,1,0,N/A
270047,28-Dec-14,California,Hayward,900 block of W. Tennyson Road,0,0,N/A
270554,28-Dec-14,Virginia,Yorktown,300 block of Monument Ct,2,0,N/A
270043,28-Dec-14,California,Sunnyvale,400 block of Fair Oaks Avenue,0,1,N/A
270081,28-Dec-14,Illinois,Chicago,4400 block of South Shields Avenue,0,2,N/A
270727,28-Dec-14,California,Inglewood (Lennox),11100 block of S Inglewood Ave,1,0,N/A
270972,28-Dec-14,Texas,Crowley,200 block of Kennedy Dr,3,0,N/A
280013,28-Dec-14,Ohio,Cincinnati,Orient Avenue,0,0,N/A
270263,28-Dec-14,New York,New York,204th St and 9th Ave,0,0,N/A
280010,28-Dec-14,Ohio,Cincinnati,Mcmakin Avenue,0,1,N/A
270002,28-Dec-14,Ohio,Cincinnati,4610 N Edgewood Ave,0,3,N/A
271122,28-Dec-14,California,Watsonville,Marchant and Maple Avenue,1,0,N/A
270252,28-Dec-14,Ohio,Twinsburg,Ray Ct,0,1,N/A
271114,28-Dec-14,California,Delano,N/A,0,0,N/A
270394,28-Dec-14,California,Los Angeles,N/A,0,0,N/A
270031,28-Dec-14,California,Torrance,22800 block of Berendo Avenue,1,0,N/A
270192,28-Dec-14,Wisconsin,Brown Deer,9000 block of North Green Bay Road,0,0,N/A
271427,28-Dec-14,Missouri,Florissant,3675 Dunn Road,0,0,N/A
270706,28-Dec-14,Pennsylvania,New Castle,N/A,1,0,N/A
270014,28-Dec-14,Florida,Jacksonville,3700 block of University Club Boulevard,1,0,N/A
270594,28-Dec-14,Florida,Fort Myers,US 41,0,1,N/A
270250,28-Dec-14,Washington,Lakewood (Joint Base Lewis Mcchord),N/A,0,0,N/A
277239,28-Dec-14,South Carolina,Easley,N/A,0,1,N/A
270656,28-Dec-14,Louisiana,Youngsville,N/A,1,1,N/A
273419,28-Dec-14,California,Oakland,1000 block of Willow Street,1,0,N/A
269999,28-Dec-14,Kentucky,Lexington,2606 Richmond Rd,0,1,N/A
270379,28-Dec-14,Texas,Kilgore,300 block of Rogers St.,1,0,N/A
857298,28-Dec-14,Missouri,Kansas City,631 Grand,0,0,N/A
270444,28-Dec-14,Michigan,Grand Rapids,1836 Mason Street Northeast,0,2,N/A
270440,28-Dec-14,Indiana,Fort Wayne,1400 block of Thompson,0,1,N/A
270352,28-Dec-14,Texas,Corpus Christi,2800 block of Sacky,1,2,N/A
269989,28-Dec-14,Illinois,Chicago,100 block of East 51st Street,0,2,N/A
270721,28-Dec-14,California,Los Angeles,62nd and Hoover street,0,0,N/A
270432,28-Dec-14,Wisconsin,Madison,2000 block of Red Arrow Trail,0,0,N/A
273014,28-Dec-14,Arizona,Tucson,7250 S Tucson Blvd,0,0,N/A
272564,28-Dec-14,Tennessee,Giles County,Davis Hollow Road,0,0,N/A
273013,28-Dec-14,Texas,Houston,7800 Airport Blvd,0,0,N/A
270425,28-Dec-14,Illinois,Harrisburg,500 block of North Jackson Street,0,1,N/A
269975,28-Dec-14,Ohio,Massillon,511 Neale Ave. SW,1,1,N/A
273012,28-Dec-14,New Mexico,Albuquerque,2200 Sunport Blvd,0,0,N/A
270048,28-Dec-14,California,Oakland,1200 block of 52nd Avenue,1,1,N/A
270343,28-Dec-14,Illinois,Chicago,2200 block of East 73rd Street,0,1,N/A
270413,28-Dec-14,Illinois,Chicago,9200 block of South Throop Street,0,1,N/A
271010,28-Dec-14,Georgia,Riverdale,Grey Fox Way,0,1,N/A
271007,28-Dec-14,Idaho,Meridian,2600 block of Eagle Road,0,0,N/A
271005,28-Dec-14,South Carolina,Seneca,Owens Road,0,0,N/A
270407,28-Dec-14,California,Hacienda Heights,14400 block of Clark Avenue,1,0,N/A
270404,28-Dec-14,California,San Diego,138 28th Street,0,1,N/A
271492,28-Dec-14,New York,Bronx,Grand Concourse and E 172nd St,0,1,N/A
270392,28-Dec-14,California,Oakland,9200 block of Hillside Street,0,1,N/A
270388,28-Dec-14,California,Oakland,5400 block of Grizzley Peak,0,1,N/A
273265,28-Dec-14,New York,Freeport,Colonial Ave,1,0,N/A
270954,28-Dec-14,Maryland,Baltimore,400 Edgewood Street,0,1,N/A
270953,28-Dec-14,Maryland,Odenton,8300 block of Piney Orchard Parkway,0,0,N/A
270951,28-Dec-14,Maryland,Odenton,1500 block of Annapolis Road,0,1,N/A
270949,28-Dec-14,Maryland,Baltimore,2100 block of Boone Street,0,1,N/A
270438,28-Dec-14,Indiana,West Lafayette,I-65 and IN 43,0,0,N/A
271529,28-Dec-14,Texas,Laredo,N/A,0,0,N/A
270327,28-Dec-14,Texas,Spring,5200 block of Gage Spring Court,1,0,N/A
270287,28-Dec-14,Ohio,Fairfield,2000 block of Woodcreek Drive,0,1,N/A
270995,28-Dec-14,Oregon,Cornelius,400 block of South Dogwood Street,0,0,N/A
270350,28-Dec-14,Texas,Tyler,Hwy 271 and Hwy 155,0,1,N/A
270472,28-Dec-14,North Carolina,Clayton,1000 block of South Lombard Street,1,0,N/A
270232,28-Dec-14,Nebraska,Omaha,North 60th Avenue and Ogden Street,0,1,N/A
270919,28-Dec-14,Missouri,Cape Girardeau,South Hanover Street,0,0,N/A
270918,28-Dec-14,Missouri,Cape Girardeau,1713 Montgomery Street,0,0,N/A
270143,28-Dec-14,Maine,Westbrook,430 Bridgton Road,0,0,N/A
283427,28-Dec-14,North Carolina,Kinston,East Bright Street,0,0,N/A
283426,28-Dec-14,North Carolina,Kinston,305-307 E. Capitola Ave.,0,0,N/A
270866,28-Dec-14,North Carolina,Kinston,1009 Chestnut St.,0,1,N/A
271459,28-Dec-14,Connecticut,Monroe,Rockwood Lane,0,0,N/A
270903,28-Dec-14,New York,Queens,140th Street,0,1,N/A
271462,28-Dec-14,New York,Buffalo,Jewett Avenue and Hill Street,0,0,N/A
270385,28-Dec-14,Texas,Carthage,300 block of South Cook St.,1,0,N/A
270346,28-Dec-14,District of Columbia,Washington,100 block of Galveston Street,0,3,N/A
270896,28-Dec-14,New York,Brooklyn,Gold and York Street,0,1,N/A
270892,28-Dec-14,New York,Brooklyn,Sutter Avenue,0,1,N/A
271452,28-Dec-14,Massachusetts,Brockton,Ellis Street,0,1,N/A
271450,28-Dec-14,Massachusetts,Worcester,Mount Vernon Street,0,0,N/A
270875,28-Dec-14,New York,Brooklyn,Pacific Street and Troy Avenue,0,1,N/A
270339,28-Dec-14,Indiana,Indianapolis,East 61st Street and Birchwood Avenue,0,1,N/A
270849,28-Dec-14,Colorado,Colorado Springs,100 block of Academy Boulevard,0,0,N/A
270838,28-Dec-14,New York,Palatine,N/A,0,0,N/A
270836,28-Dec-14,North Carolina,Goldsboro,N/A,0,1,N/A
270831,28-Dec-14,North Carolina,Asheboro,814 Center St.,0,1,N/A
