Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1018456,31-Dec-17,California,Bakersfield,1101 E Belle Ter,0,0,N/A
1017714,31-Dec-17,California,Los Angeles,869 S Western Ave,0,1,N/A
1017976,31-Dec-17,Minnesota,Minneapolis,3200 block of Polk St NE,0,0,N/A
1018229,31-Dec-17,Georgia,Augusta,1814 Fayetteville Dr,1,0,N/A
1017975,31-Dec-17,Minnesota,Minneapolis,2400 block of Plymouth Ave N,0,0,N/A
1018693,31-Dec-17,Texas,San Antonio,1227 Quintana Rd,0,0,N/A
1017954,31-Dec-17,North Carolina,Charlotte,500 Block of Capps Hill Mine Rd,0,1,N/A
1017956,31-Dec-17,North Carolina,Charlotte,6600 Block of Elgywood Ln,0,1,N/A
1017749,31-Dec-17,Texas,Fort Worth,5800 block of Hiett Ct,0,2,N/A
1018661,31-Dec-17,Illinois,Joliet,900 Rosalind St,2,0,N/A
1019967,31-Dec-17,California,Richmond,600 block of South 21st St,0,0,N/A
1017958,31-Dec-17,Illinois,Chicago,7300 S Sangamon St,0,1,N/A
1017764,31-Dec-17,California,Delano,2100 block of Norwalk St,1,0,N/A
1020131,31-Dec-17,Massachusetts,Canton,Randolph St,0,0,N/A
1021222,31-Dec-17,Washington,University Place,6300 block of 54th St W,0,0,N/A
1017945,31-Dec-17,Oregon,Eugene,W 13th Ave and Polk St,0,0,N/A
1064707,31-Dec-17,Florida,Hillsborough (county),N/A,0,0,N/A
1018532,31-Dec-17,Virginia,Hopewell,2400 block of Wakefield Street,1,0,N/A
1018079,31-Dec-17,Nevada,Las Vegas,4800 block of Chantilly Ave,1,0,N/A
1018282,31-Dec-17,Texas,Austin,4800 block of Doss Rd,1,0,N/A
1019020,31-Dec-17,Mississippi,Cleveland,N/A,1,0,N/A
1017876,31-Dec-17,Massachusetts,Boston,Blue Hill Ave and Sunderland St,0,0,N/A
1018218,31-Dec-17,New Jersey,Trenton,100 block of Brown St,1,1,N/A
1133679,31-Dec-17,South Carolina,Myrtle Beach,3506 US 501,0,0,N/A
1017597,31-Dec-17,Illinois,Chicago,N/A,0,1,N/A
1019687,31-Dec-17,Wisconsin,Sheboygan,1500 block of Martin Ave,0,0,N/A
1018718,31-Dec-17,New Jersey,Annandale,31 Petticoat Ln,0,1,N/A
1018549,31-Dec-17,Illinois,Rockford,Albert Ave and Blaisdell St,0,1,N/A
1018580,31-Dec-17,Illinois,Rockford,1100 Greenwood Ave,0,0,N/A
1017372,31-Dec-17,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,N/A
1018424,31-Dec-17,Utah,Magna,2665 S 8990 W,2,0,N/A
1040084,31-Dec-17,Pennsylvania,Millersville,300 block of W Juniata Parkway,0,0,N/A
1022893,31-Dec-17,California,Stockton,800 Block of DuPont Dr,0,0,N/A
1018405,31-Dec-17,Louisiana,Shreveport,Virginia Avenue,0,1,N/A
1018396,31-Dec-17,Louisiana,New Orleans,North Villere Street and Gordon Street,0,1,N/A
1018378,31-Dec-17,Ohio,Sandusky,Hancock St and Reese St,0,0,N/A
1020462,31-Dec-17,Illinois,Decatur,S Oakland Ave,0,1,N/A
1017724,31-Dec-17,Tennessee,Madison,201 E Palestine Ave,1,0,N/A
1020460,31-Dec-17,Illinois,Decatur,Grand Ave,0,1,N/A
1017606,31-Dec-17,Indiana,Indianapolis,5300 Acorn Ln,1,0,N/A
1018307,31-Dec-17,Mississippi,Magnolia,1016 DL Jefferson Ln,1,0,N/A
1017638,31-Dec-17,Ohio,Cleveland,Kenyon Ave and E 65th St,1,0,N/A
1019165,31-Dec-17,Texas,Highlands,Mizell St,1,0,N/A
1017477,31-Dec-17,Kentucky,Louisville,434 Eastern Pkwy,0,1,N/A
1017406,31-Dec-17,Virginia,Norfolk,3700 block of Tait Terr,1,0,N/A
1017888,31-Dec-17,District of Columbia,Washington,3200 block of Georgia Ave NW,0,1,N/A
1018928,31-Dec-17,West Virginia,Morgantown,1824 Cassville-Mount Morris Rd,0,2,N/A
1017760,31-Dec-17,Florida,Boynton Beach,200 Block of NW 3rd Ave,2,0,N/A
1022743,31-Dec-17,Maryland,Salisbury,200 block of Winterborn Ln,0,0,N/A
1017648,31-Dec-17,Mississippi,Byram,131 Handley Boulevard,0,1,N/A
1021733,31-Dec-17,Illinois,East Saint Louis,2300 Ridge Ave,0,0,N/A
1017644,31-Dec-17,Texas,Houston,14000 block of Park Row Dr,0,1,N/A
1020965,31-Dec-17,Florida,Saint Petersburg,170 Beach Dr NE,0,1,N/A
1019711,31-Dec-17,Florida,Cape Coral,5703 Cape Harbour Dr,0,0,N/A
1017635,31-Dec-17,Louisiana,Shreveport,400 block of E 66th Street,0,0,N/A
1018148,31-Dec-17,Maryland,Baltimore,500 block of S Bentalou St,0,0,N/A
1018271,31-Dec-17,District of Columbia,Washington,600 block of Newton St NW,0,1,N/A
1019170,31-Dec-17,Kansas,Topeka,1000 block of SW 33rd Terrace,0,0,N/A
1019163,31-Dec-17,Colorado,Colorado Springs,7000 block of N Academy Blvd,0,1,N/A
1018887,31-Dec-17,Wisconsin,Milwaukee,40th and Sheridan,1,0,N/A
1018726,31-Dec-17,Hawaii,Mililani,N/A,0,0,N/A
1018259,31-Dec-17,Connecticut,Hartford,600 block of Blue Hills Ave,0,0,N/A
1018257,31-Dec-17,South Carolina,Greenville,115 Rasor Dr,1,0,N/A
1019673,31-Dec-17,Florida,Fort Pierce,300 Block of N 31st St,0,0,N/A
1018252,31-Dec-17,South Carolina,Columbia,Coley Rd,1,0,N/A
1019128,31-Dec-17,California,West Sacramento,1050 W Capitol Ave,3,0,N/A
1019120,31-Dec-17,Indiana,Evansville,1500 Joyce Ave,0,1,N/A
1017377,31-Dec-17,California,Winnetka,6900 block of Oakdale Ave,0,1,N/A
1017799,31-Dec-17,California,Vallejo,Tennessee St and Tuolumne St,0,0,N/A
1018855,31-Dec-17,Georgia,Lithia Springs,N/A,0,0,N/A
1022645,31-Dec-17,Illinois,Kankakee,1000 E Willow S,0,0,N/A
1020748,31-Dec-17,Texas,Houston,N/A,0,0,N/A
1019097,31-Dec-17,Ohio,Youngstown,700 block of Cassius Ave,0,0,N/A
1019095,31-Dec-17,Ohio,Youngstown,3600 block of Neilson Ave,0,0,N/A
1018845,31-Dec-17,Colorado,Fort Lupton,200 block of McKinley Ave,0,1,N/A
1018224,31-Dec-17,New Jersey,Camden,600 block of Woodland St,1,0,N/A
1017510,31-Dec-17,Washington,Renton,3200 block of SE 12th St,0,2,N/A
1019212,31-Dec-17,Kentucky,Robards,11000 block of US 41,0,1,N/A
1069150,31-Dec-17,Delaware,Wilmington,1300 block of Banning St,0,0,N/A
1018216,31-Dec-17,North Carolina,Sanford,590 Nicole Dr,0,1,N/A
1017652,31-Dec-17,Ohio,Mechanicsburg,9800 block of Loveless Rd,1,1,N/A
1021518,31-Dec-17,New Mexico,Mesilla Park,9000 block of Clovis Rd,0,0,N/A
1019407,31-Dec-17,Ohio,Dayton (West Carrollton),300 block of Enxing Ave,2,0,N/A
1018195,31-Dec-17,Michigan,Detroit,Gratiot and 7 Mile,0,1,N/A
1018193,31-Dec-17,Michigan,Detroit,Dix and Woodmere,0,1,N/A
1019420,31-Dec-17,Washington,Seattle,N/A,0,0,N/A
1018104,31-Dec-17,Illinois,Chicago,11500 S State St,0,2,N/A
1018172,31-Dec-17,New York,Buffalo,100 block of Oakmont Ave,0,1,N/A
1018157,31-Dec-17,Florida,Fort Lauderdale (Lauderhill),5300 Block of NW 17th Ct,1,0,N/A
1018168,31-Dec-17,New York,Rochester,Walnut St,0,0,N/A
1018786,31-Dec-17,Virginia,Norfolk,300 block of Virginian Dr,1,1,N/A
1019018,31-Dec-17,Mississippi,Tupelo,Spring Street,0,1,N/A
1018317,31-Dec-17,Pennsylvania,York,100 block of W Maple St,0,1,N/A
1019007,31-Dec-17,Florida,Pensacola,2607 E Olive Rd,0,0,N/A
1033116,31-Dec-17,Indiana,Indianapolis,6700 block of W Hollow Run Dr,0,0,N/A
1036643,31-Dec-17,New York,Bronx,N/A,0,1,N/A
1017422,31-Dec-17,Illinois,Chicago,2335 Howard St,0,4,N/A
1019612,31-Dec-17,Alabama,Birmingham,10th Street South,0,0,N/A
1019604,31-Dec-17,Alabama,Opp,Mullins Street,0,1,N/A
1017393,31-Dec-17,West Virginia,Flemington,45 High St,1,0,N/A
1020900,31-Dec-17,Florida,Fort Pierce,601 N 25th St,0,1,N/A
1020202,31-Dec-17,Ohio,South Webster,500 block of Jackson Fork Rd,0,1,N/A
1020146,31-Dec-17,Georgia,Snellville,1500 block of Scenic Hwy N,0,1,N/A
1018101,31-Dec-17,Illinois,Chicago,1900 S Sawyer Ave,0,1,N/A
1020867,31-Dec-17,Kansas,Topeka,300 block of SE 36th St,0,0,N/A
1018336,31-Dec-17,Ohio,Groveport,4000 block of Yukon Ave,1,0,N/A
1019342,31-Dec-17,Georgia,Cartersville,2 Cain Dr,0,0,N/A
1021943,31-Dec-17,Alabama,Selma,300 block of Gaines Avenue,0,1,N/A
1021938,31-Dec-17,Alabama,Selma,1700 block of Water Avenue,0,2,N/A
1018083,31-Dec-17,Texas,Houston,1200 Louisiana St,0,0,N/A
1020177,31-Dec-17,South Carolina,Orangeburg,Clarendon St,0,0,N/A
1018059,31-Dec-17,Alaska,Anchorage,1000 block of West 26th Ave,0,0,N/A
1018932,31-Dec-17,Massachusetts,Marblehead,Arrowhead Rd,0,0,N/A
1018043,31-Dec-17,New York,Rochester,Ackerman St,0,0,N/A
1018118,31-Dec-17,New Jersey,Long Branch,635 Wall St,4,0,N/A
1018038,31-Dec-17,Texas,Dallas,3600 block of Odessa St,0,0,N/A
1017855,31-Dec-17,Florida,Orlando,I-4 and Conroy Rd,0,2,N/A
1017545,31-Dec-17,Pennsylvania,Harrisburg,1900 block of Brookwood St,1,1,N/A
1017914,31-Dec-17,New Jersey,Newark,2nd St and Central Ave,1,0,N/A
1018373,31-Dec-17,Nevada,Las Vegas,Alexander Rd and Lamb Blvd,1,0,N/A
1018032,31-Dec-17,South Carolina,Columbia,Bluff Rd,1,0,N/A
1018151,31-Dec-17,Florida,Jacksonville,34th St and Wilson St,1,0,N/A
1018019,31-Dec-17,Nevada,Las Vegas,1200 block of Parliament Pl,0,1,N/A
1026102,31-Dec-17,Oklahoma,Enid,1610 S Van Buren St,0,0,N/A
1018016,31-Dec-17,California,Los Angeles,5600 San Vicente Blvd,0,1,N/A
1018261,31-Dec-17,Massachusetts,Lawrence,170 Reservoir St,1,0,N/A
1018014,31-Dec-17,South Carolina,Florence,200 Block of E Liberty St,0,0,N/A
1018012,31-Dec-17,Alabama,Mobile,Rose Lane,0,1,N/A
1016980,30-Dec-17,Nevada,Las Vegas,740 S Decatur Blvd,3,0,N/A
1018000,30-Dec-17,Texas,Corpus Christi,802 Barry St,0,0,N/A
1018862,30-Dec-17,Kentucky,Lexington,500 block of Ohio St,0,0,N/A
1018827,30-Dec-17,Indiana,Bloomington,4300 block of E Paynetown Rd,0,1,N/A
1016955,30-Dec-17,Utah,Salt Lake City (South Salt Lake),2694 State St,0,1,N/A
1017990,30-Dec-17,Georgia,Atlanta,2841 Greenbriar Pkwy SW,0,1,N/A
1055854,30-Dec-17,Kentucky,Paducah,3100 block of Harrison St,0,0,N/A
1017017,30-Dec-17,Tennessee,Nashville,3928 Patton Hill Rd,0,1,N/A
1020032,30-Dec-17,Oregon,Klamath Falls,US 97 and Oregon Ave,0,0,N/A
1020026,30-Dec-17,North Carolina,Southmont,214 Fern Creek Dr,0,0,N/A
1017182,30-Dec-17,Oregon,Portland,13000 block of NE Prescott Dr,0,0,N/A
1023602,30-Dec-17,Washington,Auburn,200 block of F St SW,1,0,N/A
1017108,30-Dec-17,Louisiana,New Orleans,1800 block of Esplanade Ave,0,1,N/A
1022368,30-Dec-17,Massachusetts,Milford,Colby Dr,0,0,N/A
1020734,30-Dec-17,Illinois,Aurora,1000 N Highland Ave,0,0,N/A
1017974,30-Dec-17,Minnesota,Saint Paul,1345 Western Ave N,0,0,N/A
1017968,30-Dec-17,Minnesota,Burnsville,Hilltop Rd and Circle Dr,1,0,N/A
1019379,30-Dec-17,Indiana,Lakeville,305 S Michigan St,0,0,N/A
1018044,30-Dec-17,Massachusetts,Lawrence,N/A,0,0,N/A
1017101,30-Dec-17,Alabama,Springville,I-59,0,1,N/A
1018004,30-Dec-17,Texas,Crowell,407 North First St,1,0,N/A
1017988,30-Dec-17,North Carolina,Ernul,585 Aurora Rd,1,1,N/A
1021941,30-Dec-17,Alabama,Selma,N/A,0,1,N/A
1017946,30-Dec-17,Florida,Sarasota,2300 Block of University Pkwy,0,3,N/A
1017143,30-Dec-17,Maryland,Baltimore,N/A,0,1,N/A
1017063,30-Dec-17,California,Oakland,3400 block of High St,1,0,N/A
1018877,30-Dec-17,Kansas,Wichita,1500 block of N Gentry,0,1,N/A
1019960,30-Dec-17,California,Alameda,300 block of Stardust Pl,0,0,N/A
1017617,30-Dec-17,Pennsylvania,York,1400 W Market St,0,0,N/A
1017940,30-Dec-17,Florida,Tampa,1806 N Nebraska Ave,1,1,N/A
1017584,30-Dec-17,Pennsylvania,Pittsburgh,7000 block of Hermitage St,0,2,N/A
1017720,30-Dec-17,South Carolina,Charleston,1385 Ashley River Rd,0,0,N/A
1021774,30-Dec-17,Illinois,Mount Vernon,103 Potomac Blvd,0,0,N/A
1016919,30-Dec-17,Ohio,Cleveland,6700 block of Sebert Ave,1,0,N/A
1017139,30-Dec-17,Maryland,Baltimore,2500 block of Edmondson Ave,0,0,N/A
1017128,30-Dec-17,Florida,Miami,1704 NW 7th St,0,1,N/A
1017902,30-Dec-17,Oklahoma,Tulsa,3300 E Pine St,0,1,N/A
1022308,30-Dec-17,Idaho,Mullan,500 block of Pine St,0,0,N/A
1017391,30-Dec-17,California,Redwood City,1900 Broadway,1,0,N/A
1017872,30-Dec-17,Massachusetts,Boston,22 Edge Hill St,0,0,N/A
1017834,30-Dec-17,Nebraska,Omaha,6015 Binney St,0,0,N/A
1017235,30-Dec-17,Connecticut,Manchester,1540 Pleasant Valley Rd,1,0,N/A
1017839,30-Dec-17,Maryland,Baltimore,600 block of N Glover St,0,1,N/A
1017831,30-Dec-17,Iowa,Muscatine,Hershey Ave and Clinton St,0,0,N/A
1017383,30-Dec-17,California,San Pablo,2800 block of Valencia Way,1,1,N/A
1017829,30-Dec-17,Maryland,Baltimore,4200 block of Wabash Ave,0,1,N/A
1017301,30-Dec-17,Missouri,Saint Louis,800 block of Riverview Blvd,0,1,N/A
1018470,30-Dec-17,California,Modesto,601 N Franklin St,1,0,N/A
1017497,30-Dec-17,New York,Brooklyn,214 Bristol St,0,1,N/A
1017793,30-Dec-17,California,Compton,8000 block of Compton Ave,0,0,N/A
1017786,30-Dec-17,District of Columbia,Washington,800 block of 8th St NE,0,1,N/A
1021138,30-Dec-17,Ohio,Donnelsville,E Main St,0,0,N/A
1017775,30-Dec-17,California,Stockton,500 Block of Marengo Ave,0,0,N/A
1018480,30-Dec-17,Illinois,Peoria,1100 S Matthew St,0,0,N/A
1017773,30-Dec-17,California,Stockton,2200 Block of Manthey Rd,0,0,N/A
1017770,30-Dec-17,California,Stockton,Access St and Tam O Shanter Dr,1,0,N/A
1017038,30-Dec-17,Virginia,Hopewell,4100 block of Robert E Lee Dr,0,1,N/A
1025768,30-Dec-17,Wisconsin,Milwaukee,Ogden Ave,0,0,N/A
1017755,30-Dec-17,Florida,Anna Maria,Pine Ave and Gulf Dr,0,1,N/A
1022012,30-Dec-17,Florida,Palm Beach Gardens (Riviera Beach),Ave T,0,0,N/A
1019328,30-Dec-17,Illinois,Rockford,1400 S Main St,0,1,N/A
1032117,30-Dec-17,California,Los Angeles,15228 S Avalon Blvd,0,2,N/A
1017022,30-Dec-17,Tennessee,Nashville,707 19th Ave N,0,1,N/A
1017070,30-Dec-17,Indiana,Evansville,5000 Monroe Ave,1,0,N/A
1020746,30-Dec-17,Illinois,Aurora,W Galena Blvd and S Stolp Ave,0,0,N/A
1017010,30-Dec-17,Texas,Dallas,11111 Walnut Hill Ln,0,1,N/A
1017003,30-Dec-17,Kentucky,Lexington,2300 block of Versailles Road,0,1,N/A
1018402,30-Dec-17,Louisiana,Scott,1100 block of Roper Drive,0,1,N/A
1018940,30-Dec-17,New York,Attica,Tooley Rd Exd,0,1,N/A
1017006,30-Dec-17,Tennessee,Harriman,200 block of Harding Road,1,0,N/A
1019797,30-Dec-17,California,Trinidad,200 Big Lagoon Park Rd,0,0,N/A
1017734,30-Dec-17,Arkansas,Helena,100 block of Oakland Street,1,1,N/A
1016959,30-Dec-17,Texas,Houston,W Orem and Townwood,1,0,N/A
1017980,30-Dec-17,North Carolina,High Point,523 Amos St,1,0,N/A
1019775,30-Dec-17,Florida,Bradenton,600 Block of 22nd Ln E,0,0,N/A
1016882,30-Dec-17,South Carolina,Columbia,300 block of Mapleview Drive,0,0,N/A
1019242,30-Dec-17,Arkansas,Little Rock,4109 E 35th St,0,0,N/A
1022804,30-Dec-17,Arizona,Goodyear,Pebble Creek Pkwy and Indian School Rd,0,0,N/A
1017226,30-Dec-17,Alaska,Anchorage,100 block of Oklahoma St,1,0,N/A
1019235,30-Dec-17,Arkansas,Little Rock,1500 block of Peyton St,0,1,N/A
1017291,30-Dec-17,Missouri,Saint Louis,6412 Michigan Ave,0,3,N/A
1017123,30-Dec-17,Louisiana,New Orleans,8700 block of Dinkins St,0,1,N/A
1017260,30-Dec-17,Kansas,Kansas City,700 block of N 9th St,1,0,N/A
1017151,30-Dec-17,Maryland,District Heights,3318 Walters Ln,1,0,N/A
1016904,30-Dec-17,New Jersey,Paterson,Peach St and Plum St,0,1,N/A
1017878,30-Dec-17,Maryland,Baltimore,1500 block of Shields Pl,0,0,N/A
1022747,30-Dec-17,Maryland,Salisbury,E Church St,0,1,N/A
1017636,30-Dec-17,Louisiana,Shreveport,900 block of Beauregard Drive,0,1,N/A
1017615,30-Dec-17,Arkansas,Little Rock,2800 block of East Roosevelt Road,0,1,N/A
1017609,30-Dec-17,Arkansas,Little Rock,2600 block of Booker Street,0,1,N/A
1017591,30-Dec-17,Illinois,Chicago,1400 N Lotus Ave,0,1,N/A
1017086,30-Dec-17,West Virginia,Charleston,1300 block of Renaissance Cir,0,1,N/A
1021377,30-Dec-17,Texas,Hillsboro,1000 block of E Walnut St,1,0,N/A
1017573,30-Dec-17,Illinois,Chicago,5300 W Ohio St,0,1,N/A
1017571,30-Dec-17,Missouri,Fulton,500 block of Grand Ave,0,0,N/A
1020342,30-Dec-17,Illinois,Kankakee,600 N Harrison Ave,0,0,N/A
1022923,30-Dec-17,New Hampshire,Portsmouth,Melcher St,0,0,N/A
1017564,30-Dec-17,Illinois,Chicago,300 S Kilbourn Ave,0,1,N/A
1019693,30-Dec-17,Florida,Fort Pierce,N 33rd St and Angle Rd,0,0,N/A
1019160,30-Dec-17,California,San Bernardino,Genevieve St and 34th St,0,0,N/A
1019606,30-Dec-17,Alabama,Athens,Henry Drive,0,1,N/A
1017544,30-Dec-17,Kansas,Topeka,3rd St and Lawrence St,0,0,N/A
1017535,30-Dec-17,Missouri,Independence,14609 E Truman Rd,1,0,N/A
1018848,30-Dec-17,Minnesota,Minneapolis (Robbinsdale),3300 Oakdale Ave N,0,1,N/A
1021290,30-Dec-17,Georgia,Jackson (county),N/A,0,0,N/A
1025912,30-Dec-17,Massachusetts,Cambridge,Massachusetts Ave,0,0,N/A
1016898,30-Dec-17,Illinois,Chicago,3000 W Jackson Blvd,0,1,N/A
1016895,30-Dec-17,Illinois,Chicago,5700 W Washington Blvd,0,1,N/A
1017815,30-Dec-17,Iowa,Council Bluffs,2701 23rd Ave,0,1,N/A
1019646,30-Dec-17,Wisconsin,Brookfield,20150 W. Blue Mound Road,1,0,N/A
1018573,30-Dec-17,Oklahoma,Tishomingo,Slippery Falls Rd and 3rd St,0,0,N/A
1019557,30-Dec-17,Hawaii,Pahoa,Hee St,0,0,N/A
1017276,30-Dec-17,South Carolina,Florence,155 W Lucas St,0,1,N/A
1018186,30-Dec-17,New Jersey,Eatontown,Richardson Ave,0,0,N/A
1017473,30-Dec-17,Florida,Polk City,9511 Evans Road,2,1,N/A
1017880,30-Dec-17,Oklahoma,Tulsa,N/A,0,1,N/A
1019611,30-Dec-17,Alabama,Gadsden,1001 Rainbow Dr,0,0,N/A
1017015,30-Dec-17,Tennessee,Chattanooga,N/A,0,1,N/A
1019469,30-Dec-17,Iowa,Cedar Rapids,1631 Bever Ave SE,0,1,N/A
1017180,30-Dec-17,Washington,Vancouver,12500 block of NE 28th St,1,0,N/A
1017670,30-Dec-17,Ohio,Columbus,847 E 11th Ave,1,0,N/A
1018951,30-Dec-17,Alabama,Greensboro,County Rd 16,1,0,N/A
1017642,30-Dec-17,Ohio,Cleveland,Euclid Ave and E 79th St,1,0,N/A
1019596,30-Dec-17,Oklahoma,Tulsa,10021 E 71st St,0,0,N/A
1016864,30-Dec-17,Connecticut,Bridgeport,Astoria Ave and Laurel Ave,0,0,N/A
1017366,30-Dec-17,Massachusetts,Boston,Elder St,0,1,N/A
1017350,30-Dec-17,Louisiana,Baton Rouge,6224 Plank Rd.,2,0,N/A
1017334,30-Dec-17,Louisiana,Baton Rouge,1400 block of Lake Callais Ct,0,1,N/A
1018081,30-Dec-17,Maine,Waterville,Yeaton St,0,0,N/A
1020184,30-Dec-17,South Carolina,Florence,900 Block of W Marion St,0,1,N/A
1017319,30-Dec-17,Colorado,Colorado Springs,1300 block of Marsh Hawk Dr,0,1,N/A
1020165,30-Dec-17,South Carolina,Greenwood,Sylvan Rd,0,0,N/A
1017315,30-Dec-17,Tennessee,Antioch,2900 block of Brantley Drive,0,1,N/A
1017312,30-Dec-17,Mississippi,Jackson,400 block of Bonita Street,1,0,N/A
1017306,30-Dec-17,Mississippi,Jackson,212 Lindsey Drive,1,0,N/A
1018071,30-Dec-17,Alaska,Wasilla,Pittman Road,0,0,N/A
1017933,30-Dec-17,Washington,Lynnwood,16100 Ash Way,1,0,N/A
1018028,30-Dec-17,Virginia,Fredericksburg,10950 Pierson Dr,0,0,N/A
1017258,30-Dec-17,Kansas,Kansas City,1200 block of Kansas Ave,0,1,N/A
1017254,30-Dec-17,Massachusetts,Deerfield,Greenfield Rd,0,0,N/A
1017251,30-Dec-17,Michigan,Detroit,Evergreen Ave and Lyndon Ave,0,1,N/A
1018023,30-Dec-17,Florida,Belle Glade,400 block of W Ave A,0,1,N/A
1017228,30-Dec-17,Arizona,Phoenix,1503 W Missouri Ave,0,1,N/A
1017058,30-Dec-17,Virginia,Martinsville,1105 Brookdale Rd,1,0,N/A
1019353,30-Dec-17,Georgia,Savannah,Montgomery St and W Park Ave,1,0,N/A
1016444,29-Dec-17,Oklahoma,Hartshorne,1200 block of Lehigh Ave,1,1,N/A
1058735,29-Dec-17,Georgia,Riverdale,Lake Ridge Pkwy,1,0,N/A
1016713,29-Dec-17,Massachusetts,Taunton,152 Dunbar St,0,0,N/A
1016711,29-Dec-17,Massachusetts,Boston,4 Hecla St,0,0,N/A
1045194,29-Dec-17,Massachusetts,Boston,920 Adams St,0,0,N/A
1016824,29-Dec-17,Kentucky,Leitchfield,4334 Grayson Springs Rd,1,0,N/A
1016447,29-Dec-17,Texas,Houston,14300 S Post Oak Rd,3,0,N/A
1020060,29-Dec-17,Texas,Houston,5404 Nordling,1,0,N/A
1018792,29-Dec-17,New York,Niagara Falls,1000 block of 20th St,0,0,N/A
1025969,29-Dec-17,Georgia,Atlanta,1700 Block of Friar Tuck Rd,0,0,N/A
1428055,29-Dec-17,Iowa,Cedar Rapids,N/A,0,0,N/A
1021018,29-Dec-17,Minnesota,Morrison (county),N/A,0,0,N/A
1016651,29-Dec-17,Virginia,Fieldale,N/A,0,0,N/A
1019878,29-Dec-17,New York,Monticello,Pleasant St,0,0,N/A
1016592,29-Dec-17,North Carolina,Wilmington,600 block of Campbell St,0,0,N/A
1017962,29-Dec-17,New Mexico,Albuquerque,Central Ave and 14th St,0,0,N/A
1016580,29-Dec-17,Virginia,Richmond,1030 German School Rd,0,0,N/A
1016571,29-Dec-17,Virginia,Richmond,3000 block of Meadowbridge Rd,0,1,N/A
1016560,29-Dec-17,North Carolina,Fayetteville,3060 block of Cumberland Rd,0,2,N/A
1016400,29-Dec-17,Maryland,Baltimore,400 block of N East Ave,0,1,N/A
1016838,29-Dec-17,Indiana,Indianapolis,W 25th St and Doctor MLK Jr St,0,1,N/A
1017077,29-Dec-17,Florida,Melbourne (West Melbourne),Palm Bay Rd and Norfolk Pkwy,0,1,N/A
1054332,29-Dec-17,Maryland,Salisbury,800 block of Seminole Blvd,0,0,N/A
1016526,29-Dec-17,Tennessee,Chattanooga,1800 block of E 4th St,0,1,N/A
1028479,29-Dec-17,Florida,Hollywood (Cooper City),N/A,0,0,N/A
1018006,29-Dec-17,Mississippi,Wayne (county),N/A,0,1,N/A
1017103,29-Dec-17,Kentucky,Paducah,2400 Irvin Cobb Dr,0,0,N/A
1016508,29-Dec-17,Tennessee,Springfield,20th Ave W,0,1,N/A
1016506,29-Dec-17,North Carolina,Rocky Mount,2740 Stewart Ln,1,0,N/A
1016246,29-Dec-17,Texas,San Antonio,4700 block of Belinda Lee St,1,0,N/A
1016501,29-Dec-17,Tennessee,Springfield,15th Ave W,0,1,N/A
1017126,29-Dec-17,Florida,Miami,NW 133rd St and NW 13th St,0,1,N/A
1017119,29-Dec-17,Florida,Hialeah,7194 W 12th Ave,0,1,N/A
